Groups:
Group =, ADC_A12, ADC_A11, ADC_A10, ADC_A9, ADC_A8, ADC_A7, ADC_A6, ADC_A5, ADC_A4, ADC_A3, ADC_A2, ADC_A1,  binary

Data:
time unit: us, Group, ADC_A12, ADC_A11, ADC_A10, ADC_A9, ADC_A8, ADC_A7, ADC_A6, ADC_A5, ADC_A4, ADC_A3, ADC_A2, ADC_A1, 
0, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, 
1, 011111000111, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 
2, 011110111111, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 
3, 011111100011, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 
4, 011110110100, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 
5, 011111001110, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 
6, 011111010100, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 
7, 011111000100, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 
8, 011111011100, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 
9, 011111011010, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 
10, 011111111000, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 
11, 011111101000, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 
12, 011111111010, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
13, 100000000000, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
14, 100000000111, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
15, 100000000100, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
16, 100000001011, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
17, 011111111110, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
18, 011111111011, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
19, 011111101101, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 
20, 011111000111, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 
21, 011101111000, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 
22, 011110001010, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 
23, 011101011001, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 
24, 011100101001, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 
25, 011100000000, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
26, 011010110100, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 
27, 011010111000, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 
28, 011001111100, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
29, 011001100101, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 
30, 011001010011, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 
31, 011000101111, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 
32, 011000111111, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
33, 011000011011, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 
34, 011000101100, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 
35, 011001001011, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 
36, 011000111110, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
37, 011010000001, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 
38, 011010000101, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 
39, 011010100101, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 
40, 011011100011, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 
41, 011011100111, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 
42, 011100010010, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 
43, 011101000011, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 
44, 011101011100, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 
45, 011110001000, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 
46, 011110011100, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 
47, 011111001001, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 
48, 011111011111, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 
49, 011111110001, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 
50, 100000001010, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
51, 011111111111, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
52, 100000101011, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 
53, 100000011110, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 
54, 100000100111, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 
55, 100000111110, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
56, 100000100110, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 
57, 100000111001, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 
58, 100000100100, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 
59, 100000101010, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 
60, 100001000011, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 
61, 100000010010, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
62, 100001001001, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 
63, 100000101010, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 
64, 100000100111, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 
65, 100001001100, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 
66, 100000111000, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 
67, 100001000111, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
68, 100001100111, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 
69, 100001011111, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 
70, 100001110011, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 
71, 100010000111, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 
72, 100010001000, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 
73, 100010100110, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 
74, 100010101010, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 
75, 100010110101, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 
76, 100011001001, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 
77, 100011010101, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
78, 100011011100, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
79, 100011001110, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 
80, 100011100100, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 
81, 100011101011, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 
82, 100011111101, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 
83, 100011111000, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 
84, 100011101101, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 
85, 100011110011, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 
86, 100100001001, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 
87, 100100100101, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 
88, 100100111110, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 
89, 100101001011, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 
90, 100101100010, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 
91, 100101100100, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 
92, 100101011101, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 
93, 100101011011, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 
94, 100100100001, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 
95, 100100000111, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 
96, 100011110100, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 
97, 100011000011, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 
98, 100010101111, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 
99, 100010010111, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 
100, 100010001001, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 
101, 100001110110, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 
102, 100001011001, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 
103, 100001000111, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
104, 100000111100, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 
105, 100000010110, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 
106, 100000000101, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
107, 011111101011, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 
108, 011111000101, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 
109, 011111011011, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 
110, 011111010011, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 
111, 011110110111, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 
112, 011111010100, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 
113, 011110111110, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 
114, 011110111100, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 
115, 011111001010, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 
116, 011111000111, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 
117, 011111000100, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 
118, 011111011000, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 
119, 011111000100, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 
120, 011111010101, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 
121, 011111011010, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 
122, 011111011110, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 
123, 011111010000, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 
124, 011111111100, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
125, 011111101111, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 
126, 100000001100, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
127, 100000001011, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
128, 011111111111, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
129, 100000001111, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
130, 011111110100, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 
131, 011111101100, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 
132, 011111010111, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 
133, 011111011101, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 
134, 011110000111, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 
135, 011101011010, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 
136, 011101101010, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 
137, 011011100011, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 
138, 011011110010, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 
139, 011011000000, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 
140, 011001101101, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 
141, 011010011011, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
142, 011000111100, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 
143, 011000111111, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
144, 011000111100, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 
145, 011000011010, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 
146, 011001000100, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 
147, 011000011010, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 
148, 011001001011, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 
149, 011010000001, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 
150, 011001011110, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 
151, 011010101100, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 
152, 011010110110, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 
153, 011011011010, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 
154, 011100010010, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 
155, 011100011010, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 
156, 011101010010, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 
157, 011101110101, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 
158, 011110010100, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 
159, 011110111001, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 
160, 011111000100, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 
161, 011111111010, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
162, 011111111000, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 
163, 100000000010, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
164, 100000100010, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 
165, 100000011100, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 
166, 100000110101, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 
167, 100000101001, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 
168, 100000101101, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 
169, 100000110001, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 
170, 100000110110, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 
171, 100000100010, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 
172, 100000100111, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 
173, 100000111101, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 
174, 100000100111, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 
175, 100000110100, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 
176, 100000110000, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 
177, 100000111001, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 
178, 100000111101, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 
179, 100001001010, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 
180, 100001010100, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 
181, 100001110000, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 
182, 100001100111, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 
183, 100001111010, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 
184, 100010001000, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 
185, 100010010010, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 
186, 100010101110, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 
187, 100010101000, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 
188, 100011000001, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 
189, 100011010001, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
190, 100011010000, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
191, 100011100111, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 
192, 100011100110, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 
193, 100011100100, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 
194, 100011110011, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 
195, 100011101000, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 
196, 100100000010, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 
197, 100100000011, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 
198, 100011101010, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 
199, 100100011001, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 
200, 100100111010, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 
201, 100101001001, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 
202, 100101100011, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 
203, 100101011011, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 
204, 100101100000, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 
205, 100101100001, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 
206, 100100110011, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 
207, 100100100100, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 
208, 100011111111, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 
209, 100011010010, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 
210, 100010111000, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 
211, 100010110011, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 
212, 100010000110, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 
213, 100010000001, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 
214, 100001111111, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 
215, 100001000100, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 
216, 100001000111, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
217, 100000101110, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 
218, 011111110101, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 
219, 100000001000, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
220, 011111001100, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
221, 011111001101, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 
222, 011111100111, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 
223, 011110111001, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 
224, 011110111001, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 
225, 011111011010, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 
226, 011110110111, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 
227, 011111001110, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 
228, 011110111000, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 
229, 011111011001, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 
230, 011111000100, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 
231, 011111010011, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 
232, 011111001100, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
233, 011111001011, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 
234, 011111101100, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 
235, 011111101000, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 
236, 011111101000, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 
237, 100000001001, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
238, 011111110001, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 
239, 100000001000, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
240, 100000001101, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 
241, 011111110110, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 
242, 100000000110, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
243, 011111110101, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 
244, 011111100011, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 
245, 011111011011, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 
246, 011101101010, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 
247, 011110011100, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 
248, 011100110000, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 
249, 011101001001, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 
250, 011011101000, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 
251, 011010011101, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 
252, 011011101101, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 
253, 011001000101, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 
254, 011001110000, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 
255, 011001011010, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 
256, 011000011101, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 
257, 011001010000, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 
258, 011000100010, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 
259, 011000011101, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 
260, 011000101101, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 
261, 011000101100, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 
262, 011010000011, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 
263, 011010101001, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 
264, 011010111000, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 
265, 011011011110, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 
266, 011011011010, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 
267, 011100011110, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 
268, 011100110111, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 
269, 011101010110, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 
270, 011110010101, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 
271, 011110011110, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 
272, 011110111010, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 
273, 011111001010, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 
274, 011111101101, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 
275, 100000010010, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
276, 100000011110, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 
277, 100000011001, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 
278, 100000101000, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 
279, 100000101001, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 
280, 100000110100, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 
281, 100000101110, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 
282, 100000110101, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 
283, 100000110101, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 
284, 100000011000, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 
285, 100000111011, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 
286, 100000001001, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
287, 100000110010, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 
288, 100000111111, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
289, 100000101010, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 
290, 100001001111, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 
291, 100001000001, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 
292, 100001001100, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 
293, 100001100000, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 
294, 100001100111, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 
295, 100001101001, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 
296, 100010011000, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
297, 100010001100, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
298, 100010001100, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
299, 100010110001, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 
