Groups:
Group =, ADC_A12, ADC_A11, ADC_A10, ADC_A9, ADC_A8, ADC_A7, ADC_A6, ADC_A5, ADC_A4, ADC_A3, ADC_A2, ADC_A1,  binary

Data:
time unit: us, Group, ADC_A12, ADC_A11, ADC_A10, ADC_A9, ADC_A8, ADC_A7, ADC_A6, ADC_A5, ADC_A4, ADC_A3, ADC_A2, ADC_A1, 
0, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, 
3405, 011001100100, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 
3406, 011000100110, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 
3407, 011000100011, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 
3408, 011000110100, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 
3409, 011000010011, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 
3410, 011001010111, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 
3411, 011001001100, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 
3412, 011010000111, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 
3413, 011010100001, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 
3414, 011010011101, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 
3415, 011011101100, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 
3416, 011011101010, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 
3417, 011100011000, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 
3418, 011101001011, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 
3419, 011101011011, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 
3420, 011110011111, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 
3421, 011110111011, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 
3422, 011111000000, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 
3423, 011111100010, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 
3424, 011111101000, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 
3425, 100000001011, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
3426, 100000010001, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 
3427, 100000101110, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 
3428, 100000110110, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 
3429, 100000110000, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 
3430, 100000100110, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 
3431, 100000100001, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 
3432, 100000110110, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 
3433, 100000101001, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 
3434, 100000101101, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 
3435, 100000110000, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 
3436, 100000110101, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 
3437, 100000110100, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 
3438, 100000101000, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 
3439, 100000110111, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 
3440, 100000111000, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 
3441, 100001001111, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 
3442, 100001010001, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
3443, 100001100011, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 
3444, 100001101110, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 
3445, 100001111110, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 
3446, 100001110111, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 
3447, 100010010101, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 
3448, 100010100101, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 
3449, 100010100100, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 
3450, 100011010100, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
3451, 100010110111, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 
3452, 100011100000, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 
3453, 100011100110, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 
3454, 100011100010, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 
3455, 100011110000, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 
3456, 100011100111, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 
3457, 100011101001, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 
3458, 100011111001, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 
3459, 100011111011, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 
3460, 100011110000, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 
3461, 100100001110, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 
3462, 100100111011, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 
3463, 100101000001, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 
3464, 100101011000, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 
3465, 100101011111, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 
3466, 100101100010, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 
3467, 100101101001, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 
3468, 100100111011, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 
3469, 100100011101, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 
3470, 100100010101, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 
3471, 100011011000, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 
3472, 100011000011, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 
3473, 100010110111, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 
3474, 100010001100, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
3475, 100010000100, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 
3476, 100010000010, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 
3477, 100001001110, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 
3478, 100001001000, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 
3479, 100000101100, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 
3480, 100000001111, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
3481, 100000001110, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 
3482, 011111011101, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 
3483, 011111001110, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 
3484, 011111011001, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 
3485, 011111000110, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 
3486, 011111001010, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 
3487, 011110111100, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 
3488, 011111001010, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 
3489, 011111001001, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 
3490, 011111001101, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 
3491, 011111010001, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 
3492, 011111000000, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 
3493, 011111001101, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 
3494, 011111001011, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 
3495, 011111011011, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 
3496, 011111011111, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 
3497, 011111100110, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 
3498, 011111100101, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 
3499, 011111111100, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
3500, 011111101100, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 
3501, 100000000010, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
3502, 100000010000, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 
3503, 011111111111, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
3504, 100000001110, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 
3505, 011111111011, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
3506, 011111110011, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 
3507, 011111100000, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 
3508, 011110010001, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 
3509, 011101110110, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 
3510, 011101000001, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 
3511, 011101100100, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 
3512, 011011110111, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 
3513, 011011001011, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 
3514, 011011010110, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
3515, 011001001111, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 
3516, 011010010100, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 
3517, 011001010111, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 
3518, 011000010001, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 
3519, 011001010001, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
3520, 011000100111, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 
3521, 011000110101, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 
3522, 011000111000, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 
3523, 011001000101, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 
3524, 011001110001, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 
3525, 011001111010, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 
3526, 011010110000, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 
3527, 011010110100, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 
3528, 011011101011, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 
3529, 011100011001, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 
3530, 011100100111, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 
3531, 011101011000, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 
3532, 011110000100, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 
3533, 011110011000, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 
3534, 011110111101, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 
3535, 011111001101, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 
3536, 011111110100, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 
3537, 100000001101, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 
3538, 011111111110, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
3539, 100000101011, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 
3540, 100000011000, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 
3541, 100000101101, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 
3542, 100000110110, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 
3543, 100000100100, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 
3544, 100000110100, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 
3545, 100000101101, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 
3546, 100000100100, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 
3547, 100001000010, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 
3548, 100000011100, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 
3549, 100000110111, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 
3550, 100000110110, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 
3551, 100000011110, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 
3552, 100001001001, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 
3553, 100000111100, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 
3554, 100001000110, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
3555, 100001100000, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 
3556, 100001101000, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 
3557, 100001110010, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 
3558, 100010000001, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 
3559, 100010000110, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 
3560, 100010010111, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 
3561, 100010101011, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 
3562, 100010110101, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 
3563, 100011000001, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 
3564, 100011001111, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 
3565, 100011011101, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 
3566, 100011010100, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
3567, 100011100101, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 
3568, 100011101000, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 
3569, 100011111000, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 
3570, 100100000100, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 
3571, 100011110101, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 
3572, 100011101100, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 
3573, 100100001110, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 
3574, 100100010001, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 
3575, 100100110011, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 
3576, 100101010000, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 
3577, 100101010000, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 
3578, 100101110000, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 
3579, 100101010110, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 
3580, 100101010110, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 
3581, 100100110011, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 
3582, 100100011001, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 
3583, 100011110010, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 
3584, 100011010000, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
3585, 100010110110, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 
3586, 100010100010, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 
3587, 100010001101, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 
3588, 100001111101, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 
3589, 100001101100, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 
3590, 100001001110, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 
3591, 100000110110, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 
3592, 100000100110, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 
3593, 100000000011, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
3594, 011111110101, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 
3595, 011111010101, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 
3596, 011111100001, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 
3597, 100000000000, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3598, 011110010111, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 
3599, 011111011011, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 
3600, 011110001111, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
3601, 011110111000, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 
3602, 011111010000, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 
3603, 011110110010, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 
3604, 011111110101, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 
3605, 011110110100, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 
3606, 011111100110, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 
3607, 011111001001, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 
3608, 011111100011, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 
3609, 011111010001, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 
3610, 011111111010, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
3611, 011111100010, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 
3612, 100000001001, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
3613, 100000000010, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
3614, 011111111001, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 
3615, 100000100010, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 
3616, 011111101111, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 
3617, 100000001100, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
3618, 011111100010, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 
3619, 011111100101, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 
3620, 011111011001, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 
3621, 011110010001, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 
3622, 011110001101, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 
3623, 011100111001, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 
3624, 011011110011, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 
3625, 011100011000, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 
3626, 011010001001, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 
3627, 011011010010, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 
3628, 011010000000, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 
3629, 011000110101, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 
3630, 011001100100, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 
3631, 011000010101, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 
3632, 011000111001, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 
3633, 011000111001, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 
3634, 011000010111, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 
3635, 011001011100, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 
3636, 011001010100, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 
3637, 011001101000, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 
3638, 011010100100, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 
3639, 011010011000, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
3640, 011011100101, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 
3641, 011100000000, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
3642, 011100011110, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 
3643, 011101011011, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 
3644, 011101010111, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 
3645, 011110001101, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 
3646, 011110100011, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 
3647, 011111000101, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 
3648, 011111100101, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 
3649, 011111111010, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
3650, 100000000111, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
3651, 100000101100, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 
3652, 100000010100, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 
3653, 100000100011, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 
3654, 100000100011, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 
3655, 100000100011, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 
3656, 100000111111, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3657, 100000110110, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 
3658, 100000110010, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 
3659, 100000100100, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 
3660, 100000110100, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 
3661, 100000011010, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 
3662, 100000101011, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 
3663, 100000101111, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 
3664, 100000111111, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3665, 100001001011, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 
3666, 100000111101, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 
3667, 100001010110, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 
3668, 100001011111, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 
3669, 100001100110, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 
3670, 100001101011, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 
3671, 100010001001, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 
3672, 100010011110, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 
3673, 100010100010, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 
3674, 100010110000, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 
3675, 100011000000, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 
3676, 100011000100, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
3677, 100011010001, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
3678, 100011010100, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
3679, 100011110011, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 
3680, 100011101101, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 
3681, 100011110101, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 
3682, 100011100001, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 
3683, 100011110001, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 
3684, 100011110001, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 
3685, 100011111100, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 
3686, 100100001100, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 
3687, 100100101110, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 
3688, 100101001100, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 
3689, 100101010110, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 
3690, 100101011101, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 
3691, 100101100100, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 
3692, 100101011101, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 
3693, 100101000000, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 
3694, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 
3695, 100011111011, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 
3696, 100011100111, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 
