in s,C2 in V
-1.135296E-04,1.63211E+01
-1.135288E-04,1.63211E+01
-1.135280E-04,1.63211E+01
-1.135272E-04,1.69070E+01
-1.135264E-04,1.63211E+01
-1.135256E-04,1.63211E+01
-1.135248E-04,1.61258E+01
-1.135240E-04,1.65164E+01
-1.135232E-04,1.65164E+01
-1.135224E-04,1.63211E+01
-1.135216E-04,1.59305E+01
-1.135208E-04,1.57352E+01
-1.135200E-04,1.55398E+01
-1.135192E-04,1.57352E+01
-1.135184E-04,1.53445E+01
-1.135176E-04,1.57352E+01
-1.135168E-04,1.55398E+01
-1.135160E-04,1.51492E+01
-1.135152E-04,1.53445E+01
-1.135144E-04,1.53445E+01
-1.135136E-04,1.49539E+01
-1.135128E-04,1.49539E+01
-1.135120E-04,1.43680E+01
-1.135112E-04,1.49539E+01
-1.135104E-04,1.49539E+01
-1.135096E-04,1.51492E+01
-1.135088E-04,1.57352E+01
-1.135080E-04,1.53445E+01
-1.135072E-04,1.55398E+01
-1.135064E-04,1.57352E+01
-1.135056E-04,1.53445E+01
-1.135048E-04,1.51492E+01
-1.135040E-04,1.45633E+01
-1.135032E-04,1.49539E+01
-1.135024E-04,1.47586E+01
-1.135016E-04,1.51492E+01
-1.135008E-04,1.43680E+01
-1.135000E-04,1.47586E+01
-1.134992E-04,1.43680E+01
-1.134984E-04,1.53445E+01
-1.134976E-04,1.53445E+01
-1.134968E-04,1.43680E+01
-1.134960E-04,1.47586E+01
-1.134952E-04,1.45633E+01
-1.134944E-04,1.41727E+01
-1.134936E-04,1.41727E+01
-1.134928E-04,1.41727E+01
-1.134920E-04,1.41727E+01
-1.134912E-04,1.47586E+01
-1.134904E-04,1.45633E+01
-1.134896E-04,1.45633E+01
-1.134888E-04,1.49539E+01
-1.134880E-04,1.47586E+01
-1.134872E-04,1.47586E+01
-1.134864E-04,1.39773E+01
-1.134856E-04,1.37820E+01
-1.134848E-04,1.41727E+01
-1.134840E-04,1.41727E+01
-1.134832E-04,1.35867E+01
-1.134824E-04,1.35867E+01
-1.134816E-04,1.31961E+01
-1.134808E-04,1.31961E+01
-1.134800E-04,1.30008E+01
-1.134792E-04,1.41727E+01
-1.134784E-04,1.41727E+01
-1.134776E-04,1.37820E+01
-1.134768E-04,1.35867E+01
-1.134760E-04,1.33914E+01
-1.134752E-04,1.33914E+01
-1.134744E-04,1.33914E+01
-1.134736E-04,1.30008E+01
-1.134728E-04,1.33914E+01
-1.134720E-04,1.31961E+01
-1.134712E-04,1.39773E+01
-1.134704E-04,1.35867E+01
-1.134696E-04,1.31961E+01
-1.134688E-04,1.33914E+01
-1.134680E-04,1.39773E+01
-1.134672E-04,1.35867E+01
-1.134664E-04,1.35867E+01
-1.134656E-04,1.31961E+01
-1.134648E-04,1.37820E+01
-1.134640E-04,1.28055E+01
-1.134632E-04,1.28055E+01
-1.134624E-04,1.31961E+01
-1.134616E-04,1.24148E+01
-1.134608E-04,1.26102E+01
-1.134600E-04,1.31961E+01
-1.134592E-04,1.24148E+01
-1.134584E-04,1.22195E+01
-1.134576E-04,1.20242E+01
-1.134568E-04,1.28055E+01
-1.134560E-04,1.26102E+01
-1.134552E-04,1.20242E+01
-1.134544E-04,1.16336E+01
-1.134536E-04,1.24148E+01
-1.134528E-04,1.18289E+01
-1.134520E-04,1.20242E+01
-1.134512E-04,1.22195E+01
-1.134504E-04,1.28055E+01
-1.134496E-04,1.33914E+01
-1.134488E-04,1.35867E+01
-1.134480E-04,1.22195E+01
-1.134472E-04,1.24148E+01
-1.134464E-04,1.14383E+01
-1.134456E-04,1.20242E+01
-1.134448E-04,1.14383E+01
-1.134440E-04,1.18289E+01
-1.134432E-04,1.20242E+01
-1.134424E-04,1.16336E+01
-1.134416E-04,1.16336E+01
-1.134408E-04,1.20242E+01
-1.134400E-04,1.16336E+01
-1.134392E-04,1.18289E+01
-1.134384E-04,1.12430E+01
-1.134376E-04,1.12430E+01
-1.134368E-04,1.04617E+01
-1.134360E-04,1.08523E+01
-1.134352E-04,1.00711E+01
-1.134344E-04,1.06570E+01
-1.134336E-04,1.06570E+01
-1.134328E-04,1.12430E+01
-1.134320E-04,1.14383E+01
-1.134312E-04,1.14383E+01
-1.134304E-04,1.14383E+01
-1.134296E-04,1.18289E+01
-1.134288E-04,1.10477E+01
-1.134280E-04,1.16336E+01
-1.134272E-04,1.12430E+01
-1.134264E-04,1.12430E+01
-1.134256E-04,1.06570E+01
-1.134248E-04,1.06570E+01
-1.134240E-04,1.06570E+01
-1.134232E-04,1.12430E+01
-1.134224E-04,1.04617E+01
-1.134216E-04,1.02664E+01
-1.134208E-04,1.10477E+01
-1.134200E-04,1.02664E+01
-1.134192E-04,1.04617E+01
-1.134184E-04,1.02664E+01
-1.134176E-04,9.87578E+00
-1.134168E-04,9.87578E+00
-1.134160E-04,9.68047E+00
-1.134152E-04,9.68047E+00
-1.134144E-04,8.70391E+00
-1.134136E-04,9.28984E+00
-1.134128E-04,9.87578E+00
-1.134120E-04,1.06570E+01
-1.134112E-04,1.06570E+01
-1.134104E-04,1.08523E+01
-1.134096E-04,1.06570E+01
-1.134088E-04,1.04617E+01
-1.134080E-04,1.04617E+01
-1.134072E-04,1.02664E+01
-1.134064E-04,1.00711E+01
-1.134056E-04,1.06570E+01
-1.134048E-04,9.87578E+00
-1.134040E-04,1.00711E+01
-1.134032E-04,9.09453E+00
-1.134024E-04,9.48516E+00
-1.134016E-04,9.87578E+00
-1.134008E-04,9.48516E+00
-1.134000E-04,9.48516E+00
-1.133992E-04,9.68047E+00
-1.133984E-04,8.50859E+00
-1.133976E-04,8.50859E+00
-1.133968E-04,7.92266E+00
-1.133960E-04,8.31328E+00
-1.133952E-04,8.31328E+00
-1.133944E-04,8.70391E+00
-1.133936E-04,8.50859E+00
-1.133928E-04,8.70391E+00
-1.133920E-04,9.28984E+00
-1.133912E-04,9.68047E+00
-1.133904E-04,8.70391E+00
-1.133896E-04,9.09453E+00
-1.133888E-04,8.31328E+00
-1.133880E-04,8.11797E+00
-1.133872E-04,8.70391E+00
-1.133864E-04,8.70391E+00
-1.133856E-04,8.70391E+00
-1.133848E-04,9.09453E+00
-1.133840E-04,8.11797E+00
-1.133832E-04,8.89922E+00
-1.133824E-04,8.50859E+00
-1.133816E-04,8.89922E+00
-1.133808E-04,8.11797E+00
-1.133800E-04,8.31328E+00
-1.133792E-04,7.72734E+00
-1.133784E-04,7.72734E+00
-1.133776E-04,7.72734E+00
-1.133768E-04,7.72734E+00
-1.133760E-04,7.92266E+00
-1.133752E-04,7.72734E+00
-1.133744E-04,8.11797E+00
-1.133736E-04,7.92266E+00
-1.133728E-04,8.31328E+00
-1.133720E-04,7.92266E+00
-1.133712E-04,7.53203E+00
-1.133704E-04,7.92266E+00
-1.133696E-04,7.92266E+00
-1.133688E-04,7.33672E+00
-1.133680E-04,7.14141E+00
-1.133672E-04,7.92266E+00
-1.133664E-04,7.92266E+00
-1.133656E-04,8.50859E+00
-1.133648E-04,7.72734E+00
-1.133640E-04,8.50859E+00
-1.133632E-04,7.72734E+00
-1.133624E-04,7.14141E+00
-1.133616E-04,6.36016E+00
-1.133608E-04,6.94609E+00
-1.133600E-04,6.36016E+00
-1.133592E-04,6.16484E+00
-1.133584E-04,6.16484E+00
-1.133576E-04,6.55547E+00
-1.133568E-04,5.96953E+00
-1.133560E-04,7.14141E+00
-1.133552E-04,5.96953E+00
-1.133544E-04,7.33672E+00
-1.133536E-04,6.75078E+00
-1.133528E-04,7.14141E+00
-1.133520E-04,6.75078E+00
-1.133512E-04,6.94609E+00
-1.133504E-04,5.77422E+00
-1.133496E-04,6.55547E+00
-1.133488E-04,6.16484E+00
-1.133480E-04,6.94609E+00
-1.133472E-04,5.96953E+00
-1.133464E-04,6.75078E+00
-1.133456E-04,5.77422E+00
-1.133448E-04,6.75078E+00
-1.133440E-04,6.36016E+00
-1.133432E-04,6.16484E+00
-1.133424E-04,5.18828E+00
-1.133416E-04,5.18828E+00
-1.133408E-04,4.79766E+00
-1.133400E-04,4.99297E+00
-1.133392E-04,5.77422E+00
-1.133384E-04,6.16484E+00
-1.133376E-04,5.38359E+00
-1.133368E-04,6.16484E+00
-1.133360E-04,5.77422E+00
-1.133352E-04,6.36016E+00
-1.133344E-04,5.77422E+00
-1.133336E-04,5.77422E+00
-1.133328E-04,4.99297E+00
-1.133320E-04,5.96953E+00
-1.133312E-04,4.99297E+00
-1.133304E-04,5.57891E+00
-1.133296E-04,4.99297E+00
-1.133288E-04,5.18828E+00
-1.133280E-04,5.18828E+00
-1.133272E-04,5.57891E+00
-1.133264E-04,4.99297E+00
-1.133256E-04,5.77422E+00
-1.133248E-04,5.38359E+00
-1.133240E-04,5.18828E+00
-1.133232E-04,4.99297E+00
-1.133224E-04,4.99297E+00
-1.133216E-04,3.62578E+00
-1.133208E-04,4.01641E+00
-1.133200E-04,3.82109E+00
-1.133192E-04,3.82109E+00
-1.133184E-04,4.40703E+00
-1.133176E-04,5.18828E+00
-1.133168E-04,4.99297E+00
-1.133160E-04,5.38359E+00
-1.133152E-04,4.40703E+00
-1.133144E-04,4.21172E+00
-1.133136E-04,4.40703E+00
-1.133128E-04,4.40703E+00
-1.133120E-04,4.40703E+00
-1.133112E-04,3.82109E+00
-1.133104E-04,4.21172E+00
-1.133096E-04,4.40703E+00
-1.133088E-04,4.21172E+00
-1.133080E-04,4.40703E+00
-1.133072E-04,4.21172E+00
-1.133064E-04,4.60234E+00
-1.133056E-04,4.40703E+00
-1.133048E-04,4.21172E+00
-1.133040E-04,3.62578E+00
-1.133032E-04,3.23516E+00
-1.133024E-04,2.45391E+00
-1.133016E-04,3.62578E+00
-1.133008E-04,3.23516E+00
-1.133000E-04,4.21172E+00
-1.132992E-04,3.62578E+00
-1.132984E-04,4.01641E+00
-1.132976E-04,3.23516E+00
-1.132968E-04,3.03984E+00
-1.132960E-04,2.45391E+00
-1.132952E-04,3.23516E+00
-1.132944E-04,3.03984E+00
-1.132936E-04,2.84453E+00
-1.132928E-04,2.45391E+00
-1.132920E-04,2.25859E+00
-1.132912E-04,2.06328E+00
-1.132904E-04,3.23516E+00
-1.132896E-04,3.23516E+00
-1.132888E-04,3.03984E+00
-1.132880E-04,3.23516E+00
-1.132872E-04,3.23516E+00
-1.132864E-04,2.84453E+00
-1.132856E-04,2.64922E+00
-1.132848E-04,3.23516E+00
-1.132840E-04,3.43047E+00
-1.132832E-04,3.43047E+00
-1.132824E-04,2.25859E+00
-1.132816E-04,2.25859E+00
-1.132808E-04,2.25859E+00
-1.132800E-04,1.67266E+00
-1.132792E-04,2.25859E+00
-1.132784E-04,1.67266E+00
-1.132776E-04,2.06328E+00
-1.132768E-04,2.06328E+00
-1.132760E-04,2.06328E+00
-1.132752E-04,1.28203E+00
-1.132744E-04,1.47734E+00
-1.132736E-04,6.96094E-01
-1.132728E-04,1.08672E+00
-1.132720E-04,1.86797E+00
-1.132712E-04,1.67266E+00
-1.132704E-04,8.91406E-01
-1.132696E-04,1.08672E+00
-1.132688E-04,1.08672E+00
-1.132680E-04,1.86797E+00
-1.132672E-04,2.25859E+00
-1.132664E-04,1.47734E+00
-1.132656E-04,1.08672E+00
-1.132648E-04,1.67266E+00
-1.132640E-04,1.08672E+00
-1.132632E-04,1.86797E+00
-1.132624E-04,1.67266E+00
-1.132616E-04,1.67266E+00
-1.132608E-04,1.28203E+00
-1.132600E-04,1.28203E+00
-1.132592E-04,5.00781E-01
-1.132584E-04,1.47734E+00
-1.132576E-04,8.91406E-01
-1.132568E-04,1.47734E+00
-1.132560E-04,1.10156E-01
-1.132552E-04,3.05469E-01
-1.132544E-04,-8.51562E-02
-1.132536E-04,1.10156E-01
-1.132528E-04,-2.80469E-01
-1.132520E-04,3.05469E-01
-1.132512E-04,5.00781E-01
-1.132504E-04,8.91406E-01
-1.132496E-04,-8.51562E-02
-1.132488E-04,-2.80469E-01
-1.132480E-04,-4.75781E-01
-1.132472E-04,-8.51562E-02
-1.132464E-04,1.10156E-01
-1.132456E-04,3.05469E-01
-1.132448E-04,3.05469E-01
-1.132440E-04,-8.51562E-02
-1.132432E-04,-2.80469E-01
-1.132424E-04,1.10156E-01
-1.132416E-04,-8.51562E-02
-1.132408E-04,1.10156E-01
-1.132400E-04,-2.80469E-01
-1.132392E-04,-8.51562E-02
-1.132384E-04,-4.75781E-01
-1.132376E-04,-6.71094E-01
-1.132368E-04,-1.06172E+00
-1.132360E-04,-1.06172E+00
-1.132352E-04,-1.06172E+00
-1.132344E-04,1.10156E-01
-1.132336E-04,-6.71094E-01
-1.132328E-04,-4.75781E-01
-1.132320E-04,-6.71094E-01
-1.132312E-04,-8.51562E-02
-1.132304E-04,-4.75781E-01
-1.132296E-04,-8.51562E-02
-1.132288E-04,-6.71094E-01
-1.132280E-04,-8.66406E-01
-1.132272E-04,-1.45234E+00
-1.132264E-04,-1.45234E+00
-1.132256E-04,-1.45234E+00
-1.132248E-04,-1.25703E+00
-1.132240E-04,-2.23359E+00
-1.132232E-04,-1.06172E+00
-1.132224E-04,-2.03828E+00
-1.132216E-04,-1.84297E+00
-1.132208E-04,-2.42891E+00
-1.132200E-04,-1.84297E+00
-1.132192E-04,-2.23359E+00
-1.132184E-04,-1.84297E+00
-1.132176E-04,-2.03828E+00
-1.132168E-04,-1.45234E+00
-1.132160E-04,-1.45234E+00
-1.132152E-04,-1.45234E+00
-1.132144E-04,-1.45234E+00
-1.132136E-04,-1.25703E+00
-1.132128E-04,-1.06172E+00
-1.132120E-04,-1.25703E+00
-1.132112E-04,-1.06172E+00
-1.132104E-04,-1.06172E+00
-1.132096E-04,-2.62422E+00
-1.132088E-04,-3.01484E+00
-1.132080E-04,-3.21016E+00
-1.132072E-04,-1.84297E+00
-1.132064E-04,-2.03828E+00
-1.132056E-04,-1.84297E+00
-1.132048E-04,-3.40547E+00
-1.132040E-04,-2.62422E+00
-1.132032E-04,-3.40547E+00
-1.132024E-04,-3.40547E+00
-1.132016E-04,-2.81953E+00
-1.132008E-04,-2.42891E+00
-1.132000E-04,-3.21016E+00
-1.131992E-04,-2.62422E+00
-1.131984E-04,-3.60078E+00
-1.131976E-04,-2.62422E+00
-1.131968E-04,-2.62422E+00
-1.131960E-04,-2.03828E+00
-1.131952E-04,-2.62422E+00
-1.131944E-04,-2.62422E+00
-1.131936E-04,-2.03828E+00
-1.131928E-04,-1.84297E+00
-1.131920E-04,-2.81953E+00
-1.131912E-04,-3.60078E+00
-1.131904E-04,-3.60078E+00
-1.131896E-04,-3.79609E+00
-1.131888E-04,-4.38203E+00
-1.131880E-04,-3.79609E+00
-1.131872E-04,-4.57734E+00
-1.131864E-04,-3.79609E+00
-1.131856E-04,-4.38203E+00
-1.131848E-04,-3.99141E+00
-1.131840E-04,-3.79609E+00
-1.131832E-04,-3.21016E+00
-1.131824E-04,-4.18672E+00
-1.131816E-04,-3.99141E+00
-1.131808E-04,-3.99141E+00
-1.131800E-04,-3.99141E+00
-1.131792E-04,-4.38203E+00
-1.131784E-04,-4.38203E+00
-1.131776E-04,-3.79609E+00
-1.131768E-04,-3.40547E+00
-1.131760E-04,-4.18672E+00
-1.131752E-04,-3.21016E+00
-1.131744E-04,-3.79609E+00
-1.131736E-04,-3.79609E+00
-1.131728E-04,-4.96797E+00
-1.131720E-04,-4.57734E+00
-1.131712E-04,-5.16328E+00
-1.131704E-04,-4.57734E+00
-1.131696E-04,-5.55391E+00
-1.131688E-04,-5.74922E+00
-1.131680E-04,-4.96797E+00
-1.131672E-04,-4.38203E+00
-1.131664E-04,-5.35859E+00
-1.131656E-04,-5.16328E+00
-1.131648E-04,-5.35859E+00
-1.131640E-04,-4.38203E+00
-1.131632E-04,-4.96797E+00
-1.131624E-04,-5.16328E+00
-1.131616E-04,-5.16328E+00
-1.131608E-04,-5.55391E+00
-1.131600E-04,-5.74922E+00
-1.131592E-04,-4.38203E+00
-1.131584E-04,-6.13984E+00
-1.131576E-04,-5.16328E+00
-1.131568E-04,-4.77266E+00
-1.131560E-04,-4.96797E+00
-1.131552E-04,-5.35859E+00
-1.131544E-04,-5.55391E+00
-1.131536E-04,-5.94453E+00
-1.131528E-04,-6.13984E+00
-1.131520E-04,-5.94453E+00
-1.131512E-04,-5.35859E+00
-1.131504E-04,-6.13984E+00
-1.131496E-04,-5.35859E+00
-1.131488E-04,-5.16328E+00
-1.131480E-04,-5.55391E+00
-1.131472E-04,-5.74922E+00
-1.131464E-04,-5.16328E+00
-1.131456E-04,-5.74922E+00
-1.131448E-04,-5.74922E+00
-1.131440E-04,-5.94453E+00
-1.131432E-04,-6.13984E+00
-1.131424E-04,-7.11641E+00
-1.131416E-04,-6.72578E+00
-1.131408E-04,-7.50703E+00
-1.131400E-04,-6.72578E+00
-1.131392E-04,-6.72578E+00
-1.131384E-04,-6.53047E+00
-1.131376E-04,-7.11641E+00
-1.131368E-04,-6.33516E+00
-1.131360E-04,-6.72578E+00
-1.131352E-04,-6.53047E+00
-1.131344E-04,-7.31172E+00
-1.131336E-04,-6.33516E+00
-1.131328E-04,-6.53047E+00
-1.131320E-04,-6.53047E+00
-1.131312E-04,-6.53047E+00
-1.131304E-04,-6.53047E+00
-1.131296E-04,-6.33516E+00
-1.131288E-04,-6.72578E+00
-1.131280E-04,-6.72578E+00
-1.131272E-04,-6.53047E+00
-1.131264E-04,-7.11641E+00
-1.131256E-04,-7.11641E+00
-1.131248E-04,-7.70234E+00
-1.131240E-04,-7.70234E+00
-1.131232E-04,-7.89766E+00
-1.131224E-04,-7.70234E+00
-1.131216E-04,-8.67891E+00
-1.131208E-04,-7.89766E+00
-1.131200E-04,-7.89766E+00
-1.131192E-04,-7.31172E+00
-1.131184E-04,-7.89766E+00
-1.131176E-04,-6.72578E+00
-1.131168E-04,-7.31172E+00
-1.131160E-04,-6.92109E+00
-1.131152E-04,-7.70234E+00
-1.131144E-04,-6.72578E+00
-1.131136E-04,-7.70234E+00
-1.131128E-04,-8.09297E+00
-1.131120E-04,-8.48359E+00
-1.131112E-04,-8.09297E+00
-1.131104E-04,-8.28828E+00
-1.131096E-04,-8.28828E+00
-1.131088E-04,-8.09297E+00
-1.131080E-04,-8.09297E+00
-1.131072E-04,-8.28828E+00
-1.131064E-04,-8.09297E+00
-1.131056E-04,-8.87422E+00
-1.131048E-04,-8.67891E+00
-1.131040E-04,-8.28828E+00
-1.131032E-04,-9.46016E+00
-1.131024E-04,-9.26484E+00
-1.131016E-04,-8.28828E+00
-1.131008E-04,-8.48359E+00
-1.131000E-04,-8.28828E+00
-1.130992E-04,-8.48359E+00
-1.130984E-04,-8.48359E+00
-1.130976E-04,-8.67891E+00
-1.130968E-04,-9.06953E+00
-1.130960E-04,-9.06953E+00
-1.130952E-04,-9.26484E+00
-1.130944E-04,-9.06953E+00
-1.130936E-04,-9.06953E+00
-1.130928E-04,-9.46016E+00
-1.130920E-04,-9.46016E+00
-1.130912E-04,-9.06953E+00
-1.130904E-04,-9.06953E+00
-1.130896E-04,-1.00461E+01
-1.130888E-04,-9.06953E+00
-1.130880E-04,-9.26484E+00
-1.130872E-04,-8.87422E+00
-1.130864E-04,-1.02414E+01
-1.130856E-04,-1.00461E+01
-1.130848E-04,-1.02414E+01
-1.130840E-04,-1.00461E+01
-1.130832E-04,-1.04367E+01
-1.130824E-04,-1.00461E+01
-1.130816E-04,-1.08273E+01
-1.130808E-04,-1.02414E+01
-1.130800E-04,-1.04367E+01
-1.130792E-04,-9.85078E+00
-1.130784E-04,-9.85078E+00
-1.130776E-04,-9.65547E+00
-1.130768E-04,-9.26484E+00
-1.130760E-04,-9.85078E+00
-1.130752E-04,-1.06320E+01
-1.130744E-04,-9.85078E+00
-1.130736E-04,-9.85078E+00
-1.130728E-04,-1.04367E+01
-1.130720E-04,-1.06320E+01
-1.130712E-04,-1.04367E+01
-1.130704E-04,-1.02414E+01
-1.130696E-04,-9.65547E+00
-1.130688E-04,-1.02414E+01
-1.130680E-04,-1.00461E+01
-1.130672E-04,-1.06320E+01
-1.130664E-04,-1.02414E+01
-1.130656E-04,-1.10227E+01
-1.130648E-04,-1.06320E+01
-1.130640E-04,-1.10227E+01
-1.130632E-04,-1.10227E+01
-1.130624E-04,-1.08273E+01
-1.130616E-04,-1.10227E+01
-1.130608E-04,-1.14133E+01
-1.130600E-04,-1.10227E+01
-1.130592E-04,-1.12180E+01
-1.130584E-04,-1.10227E+01
-1.130576E-04,-1.18039E+01
-1.130568E-04,-1.08273E+01
-1.130560E-04,-1.12180E+01
-1.130552E-04,-1.10227E+01
-1.130544E-04,-1.12180E+01
-1.130536E-04,-1.14133E+01
-1.130528E-04,-1.14133E+01
-1.130520E-04,-1.10227E+01
-1.130512E-04,-1.12180E+01
-1.130504E-04,-1.10227E+01
-1.130496E-04,-1.08273E+01
-1.130488E-04,-1.14133E+01
-1.130480E-04,-1.16086E+01
-1.130472E-04,-1.21945E+01
-1.130464E-04,-1.21945E+01
-1.130456E-04,-1.19992E+01
-1.130448E-04,-1.27805E+01
-1.130440E-04,-1.19992E+01
-1.130432E-04,-1.25852E+01
-1.130424E-04,-1.23898E+01
-1.130416E-04,-1.25852E+01
-1.130408E-04,-1.27805E+01
-1.130400E-04,-1.29758E+01
-1.130392E-04,-1.21945E+01
-1.130384E-04,-1.21945E+01
-1.130376E-04,-1.21945E+01
-1.130368E-04,-1.21945E+01
-1.130360E-04,-1.23898E+01
-1.130352E-04,-1.21945E+01
-1.130344E-04,-1.27805E+01
-1.130336E-04,-1.29758E+01
-1.130328E-04,-1.23898E+01
-1.130320E-04,-1.29758E+01
-1.130312E-04,-1.16086E+01
-1.130304E-04,-1.21945E+01
-1.130296E-04,-1.21945E+01
-1.130288E-04,-1.19992E+01
-1.130280E-04,-1.25852E+01
-1.130272E-04,-1.27805E+01
-1.130264E-04,-1.25852E+01
-1.130256E-04,-1.27805E+01
-1.130248E-04,-1.29758E+01
-1.130240E-04,-1.35617E+01
-1.130232E-04,-1.33664E+01
-1.130224E-04,-1.37570E+01
-1.130216E-04,-1.31711E+01
-1.130208E-04,-1.29758E+01
-1.130200E-04,-1.29758E+01
-1.130192E-04,-1.27805E+01
-1.130184E-04,-1.27805E+01
-1.130176E-04,-1.31711E+01
-1.130168E-04,-1.29758E+01
-1.130160E-04,-1.37570E+01
-1.130152E-04,-1.33664E+01
-1.130144E-04,-1.39523E+01
-1.130136E-04,-1.31711E+01
-1.130128E-04,-1.37570E+01
-1.130120E-04,-1.33664E+01
-1.130112E-04,-1.41477E+01
-1.130104E-04,-1.35617E+01
-1.130096E-04,-1.35617E+01
-1.130088E-04,-1.41477E+01
-1.130080E-04,-1.39523E+01
-1.130072E-04,-1.29758E+01
-1.130064E-04,-1.41477E+01
-1.130056E-04,-1.41477E+01
-1.130048E-04,-1.45383E+01
-1.130040E-04,-1.39523E+01
-1.130032E-04,-1.49289E+01
-1.130024E-04,-1.39523E+01
-1.130016E-04,-1.43430E+01
-1.130008E-04,-1.43430E+01
-1.130000E-04,-1.43430E+01
-1.129992E-04,-1.37570E+01
-1.129984E-04,-1.51242E+01
-1.129976E-04,-1.43430E+01
-1.129968E-04,-1.47336E+01
-1.129960E-04,-1.43430E+01
-1.129952E-04,-1.43430E+01
-1.129944E-04,-1.41477E+01
-1.129936E-04,-1.45383E+01
-1.129928E-04,-1.41477E+01
-1.129920E-04,-1.45383E+01
-1.129912E-04,-1.43430E+01
-1.129904E-04,-1.43430E+01
-1.129896E-04,-1.43430E+01
-1.129888E-04,-1.43430E+01
-1.129880E-04,-1.47336E+01
-1.129872E-04,-1.53195E+01
-1.129864E-04,-1.51242E+01
-1.129856E-04,-1.51242E+01
-1.129848E-04,-1.51242E+01
-1.129840E-04,-1.51242E+01
-1.129832E-04,-1.49289E+01
-1.129824E-04,-1.47336E+01
-1.129816E-04,-1.45383E+01
-1.129808E-04,-1.51242E+01
-1.129800E-04,-1.45383E+01
-1.129792E-04,-1.53195E+01
-1.129784E-04,-1.51242E+01
-1.129776E-04,-1.55148E+01
-1.129768E-04,-1.53195E+01
-1.129760E-04,-1.57102E+01
-1.129752E-04,-1.55148E+01
-1.129744E-04,-1.53195E+01
-1.129736E-04,-1.62961E+01
-1.129728E-04,-1.59055E+01
-1.129720E-04,-1.53195E+01
-1.129712E-04,-1.51242E+01
-1.129704E-04,-1.51242E+01
-1.129696E-04,-1.49289E+01
-1.129688E-04,-1.55148E+01
-1.129680E-04,-1.64914E+01
-1.129672E-04,-1.59055E+01
-1.129664E-04,-1.64914E+01
-1.129656E-04,-1.55148E+01
-1.129648E-04,-1.57102E+01
-1.129640E-04,-1.57102E+01
-1.129632E-04,-1.61008E+01
-1.129624E-04,-1.66867E+01
-1.129616E-04,-1.59055E+01
-1.129608E-04,-1.57102E+01
-1.129600E-04,-1.59055E+01
-1.129592E-04,-1.66867E+01
-1.129584E-04,-1.59055E+01
-1.129576E-04,-1.62961E+01
-1.129568E-04,-1.64914E+01
-1.129560E-04,-1.59055E+01
-1.129552E-04,-1.64914E+01
-1.129544E-04,-1.62961E+01
-1.129536E-04,-1.62961E+01
-1.129528E-04,-1.57102E+01
-1.129520E-04,-1.61008E+01
-1.129512E-04,-1.62961E+01
-1.129504E-04,-1.55148E+01
-1.129496E-04,-1.57102E+01
-1.129488E-04,-1.64914E+01
-1.129480E-04,-1.62961E+01
-1.129472E-04,-1.70773E+01
-1.129464E-04,-1.68820E+01
-1.129456E-04,-1.68820E+01
-1.129448E-04,-1.66867E+01
-1.129440E-04,-1.70773E+01
-1.129432E-04,-1.70773E+01
-1.129424E-04,-1.72727E+01
-1.129416E-04,-1.70773E+01
-1.129408E-04,-1.78586E+01
-1.129400E-04,-1.72727E+01
-1.129392E-04,-1.74680E+01
-1.129384E-04,-1.70773E+01
-1.129376E-04,-1.66867E+01
-1.129368E-04,-1.72727E+01
-1.129360E-04,-1.74680E+01
-1.129352E-04,-1.72727E+01
-1.129344E-04,-1.76633E+01
-1.129336E-04,-1.72727E+01
-1.129328E-04,-1.74680E+01
-1.129320E-04,-1.66867E+01
-1.129312E-04,-1.68820E+01
-1.129304E-04,-1.76633E+01
-1.129296E-04,-1.78586E+01
-1.129288E-04,-1.72727E+01
-1.129280E-04,-1.76633E+01
-1.129272E-04,-1.74680E+01
-1.129264E-04,-1.78586E+01
-1.129256E-04,-1.74680E+01
-1.129248E-04,-1.76633E+01
-1.129240E-04,-1.70773E+01
-1.129232E-04,-1.72727E+01
-1.129224E-04,-1.74680E+01
-1.129216E-04,-1.76633E+01
-1.129208E-04,-1.82492E+01
-1.129200E-04,-1.82492E+01
-1.129192E-04,-1.80539E+01
-1.129184E-04,-1.82492E+01
-1.129176E-04,-1.82492E+01
-1.129168E-04,-1.84445E+01
-1.129160E-04,-1.80539E+01
-1.129152E-04,-1.80539E+01
-1.129144E-04,-1.78586E+01
-1.129136E-04,-1.84445E+01
-1.129128E-04,-1.84445E+01
-1.129120E-04,-1.82492E+01
-1.129112E-04,-1.76633E+01
-1.129104E-04,-1.92258E+01
-1.129096E-04,-1.82492E+01
-1.129088E-04,-1.90305E+01
-1.129080E-04,-1.86398E+01
-1.129072E-04,-1.84445E+01
-1.129064E-04,-1.80539E+01
-1.129056E-04,-1.80539E+01
-1.129048E-04,-1.78586E+01
-1.129040E-04,-1.86398E+01
-1.129032E-04,-1.84445E+01
-1.129024E-04,-1.86398E+01
-1.129016E-04,-1.86398E+01
-1.129008E-04,-1.90305E+01
-1.129000E-04,-1.86398E+01
-1.128992E-04,-1.88352E+01
-1.128984E-04,-1.84445E+01
-1.128976E-04,-1.90305E+01
-1.128968E-04,-1.88352E+01
-1.128960E-04,-1.94211E+01
-1.128952E-04,-1.86398E+01
-1.128944E-04,-1.92258E+01
-1.128936E-04,-1.82492E+01
