in s,C1 in V
-1.7830400E-03,-9.22246E+00
-1.7829936E-03,-6.63457E+00
-1.7829472E-03,-4.73027E+00
-1.7829008E-03,-5.60918E+00
-1.7828544E-03,-8.19707E+00
-1.7828080E-03,-9.61309E+00
-1.7827616E-03,-8.88066E+00
-1.7827152E-03,-7.26934E+00
-1.7826688E-03,-6.34160E+00
-1.7826224E-03,-6.43926E+00
-1.7825760E-03,-7.02520E+00
-1.7825296E-03,-7.12285E+00
-1.7824832E-03,-6.97637E+00
-1.7824368E-03,-7.31816E+00
-1.7823904E-03,-7.51348E+00
-1.7823440E-03,-7.12285E+00
-1.7822976E-03,-6.48809E+00
-1.7822512E-03,-5.95098E+00
-1.7822048E-03,-6.39043E+00
-1.7821584E-03,-6.73223E+00
-1.7821120E-03,-7.02520E+00
-1.7820656E-03,-6.43926E+00
-1.7820192E-03,-6.14629E+00
-1.7819728E-03,-5.16973E+00
-1.7819264E-03,-2.67949E+00
-1.7818800E-03,1.86152E+00
-1.7818336E-03,6.69551E+00
-1.7817872E-03,1.06506E+01
-1.7817408E-03,1.32873E+01
-1.7816944E-03,1.37756E+01
-1.7816480E-03,1.37756E+01
-1.7816016E-03,1.37756E+01
-1.7815552E-03,1.37756E+01
-1.7815088E-03,1.37756E+01
-1.7814624E-03,1.37756E+01
-1.7814160E-03,1.37756E+01
-1.7813696E-03,1.37756E+01
-1.7813232E-03,1.34338E+01
-1.7812768E-03,1.12365E+01
-1.7812304E-03,8.89277E+00
-1.7811840E-03,6.25605E+00
-1.7811376E-03,3.47285E+00
-1.7810912E-03,-9.16016E-02
-1.7810448E-03,-3.26543E+00
-1.7809984E-03,-6.24395E+00
-1.7809520E-03,-8.53887E+00
-1.7809056E-03,-1.02479E+01
-1.7808592E-03,-1.10291E+01
-1.7808128E-03,-1.01990E+01
-1.7807664E-03,-8.00176E+00
-1.7807200E-03,-5.46270E+00
-1.7806736E-03,-5.02324E+00
-1.7806272E-03,-6.92754E+00
-1.7805808E-03,-9.17363E+00
-1.7805344E-03,-9.56426E+00
-1.7804880E-03,-8.14824E+00
-1.7804416E-03,-6.58574E+00
-1.7803952E-03,-6.19512E+00
-1.7803488E-03,-6.73223E+00
-1.7803024E-03,-7.22051E+00
-1.7802560E-03,-7.02520E+00
-1.7802096E-03,-7.22051E+00
-1.7801632E-03,-7.46465E+00
-1.7801168E-03,-7.36699E+00
-1.7800704E-03,-6.82988E+00
-1.7800240E-03,-6.14629E+00
-1.7799776E-03,-6.24395E+00
-1.7799312E-03,-6.63457E+00
-1.7798848E-03,-6.92754E+00
-1.7798384E-03,-6.73223E+00
-1.7797920E-03,-6.43926E+00
-1.7797456E-03,-5.70684E+00
-1.7796992E-03,-4.09551E+00
-1.7796528E-03,-4.82227E-01
-1.7796064E-03,4.15645E+00
-1.7795600E-03,9.08809E+00
-1.7795136E-03,1.22619E+01
-1.7794672E-03,1.37756E+01
-1.7794208E-03,1.37756E+01
-1.7793744E-03,1.37756E+01
-1.7793280E-03,1.37756E+01
-1.7792816E-03,1.37756E+01
-1.7792352E-03,1.37756E+01
-1.7791888E-03,1.37756E+01
-1.7791424E-03,1.37756E+01
-1.7790960E-03,1.37756E+01
-1.7790496E-03,1.21154E+01
-1.7790032E-03,1.01135E+01
-1.7789568E-03,7.62324E+00
-1.7789104E-03,4.98652E+00
-1.7788640E-03,1.51973E+00
-1.7788176E-03,-1.80059E+00
-1.7787712E-03,-5.02324E+00
-1.7787248E-03,-7.41582E+00
-1.7786784E-03,-9.41777E+00
-1.7786320E-03,-1.07361E+01
-1.7785856E-03,-1.08826E+01
-1.7785392E-03,-9.17363E+00
-1.7784928E-03,-6.53691E+00
-1.7784464E-03,-4.82793E+00
-1.7784000E-03,-5.65801E+00
-1.7783536E-03,-8.14824E+00
-1.7783072E-03,-9.56426E+00
-1.7782608E-03,-9.02715E+00
-1.7782144E-03,-7.26934E+00
-1.7781680E-03,-6.39043E+00
-1.7781216E-03,-6.53691E+00
-1.7780752E-03,-7.02520E+00
-1.7780288E-03,-7.12285E+00
-1.7779824E-03,-7.17168E+00
-1.7779360E-03,-7.31816E+00
-1.7778896E-03,-7.46465E+00
-1.7778432E-03,-7.17168E+00
-1.7777968E-03,-6.39043E+00
-1.7777504E-03,-6.19512E+00
-1.7777040E-03,-6.53691E+00
-1.7776576E-03,-6.82988E+00
-1.7776112E-03,-6.97637E+00
-1.7775648E-03,-6.58574E+00
-1.7775184E-03,-6.09746E+00
-1.7774720E-03,-5.12090E+00
-1.7774256E-03,-2.72832E+00
-1.7773792E-03,1.66621E+00
-1.7773328E-03,6.74434E+00
-1.7772864E-03,1.07482E+01
-1.7772400E-03,1.31896E+01
-1.7771936E-03,1.37756E+01
-1.7771472E-03,1.37756E+01
-1.7771008E-03,1.37756E+01
-1.7770544E-03,1.37756E+01
-1.7770080E-03,1.37756E+01
-1.7769616E-03,1.37756E+01
-1.7769152E-03,1.37756E+01
-1.7768688E-03,1.37756E+01
-1.7768224E-03,1.33850E+01
-1.7767760E-03,1.10900E+01
-1.7767296E-03,8.89277E+00
-1.7766832E-03,6.40254E+00
-1.7766368E-03,3.27754E+00
-1.7765904E-03,1.03711E-01
-1.7765440E-03,-3.46074E+00
-1.7764976E-03,-6.19512E+00
-1.7764512E-03,-8.49004E+00
-1.7764048E-03,-1.02479E+01
-1.7763584E-03,-1.11756E+01
-1.7763120E-03,-1.02967E+01
-1.7762656E-03,-7.90410E+00
-1.7762192E-03,-5.41387E+00
-1.7761728E-03,-5.02324E+00
-1.7761264E-03,-7.02520E+00
-1.7760800E-03,-9.32012E+00
-1.7760336E-03,-9.71074E+00
-1.7759872E-03,-8.09941E+00
-1.7759408E-03,-6.58574E+00
-1.7758944E-03,-6.39043E+00
-1.7758480E-03,-6.82988E+00
-1.7758016E-03,-7.26934E+00
-1.7757552E-03,-7.12285E+00
-1.7757088E-03,-7.17168E+00
-1.7756624E-03,-7.46465E+00
-1.7756160E-03,-7.31816E+00
-1.7755696E-03,-6.92754E+00
-1.7755232E-03,-6.19512E+00
-1.7754768E-03,-6.24395E+00
-1.7754304E-03,-6.68340E+00
-1.7753840E-03,-7.07402E+00
-1.7753376E-03,-6.87871E+00
-1.7752912E-03,-6.48809E+00
-1.7752448E-03,-5.80449E+00
-1.7751984E-03,-3.99785E+00
-1.7751520E-03,-6.28711E-01
-1.7751056E-03,4.20527E+00
-1.7750592E-03,8.89277E+00
-1.7750128E-03,1.23107E+01
-1.7749664E-03,1.37756E+01
-1.7749200E-03,1.37756E+01
-1.7748736E-03,1.37756E+01
-1.7748272E-03,1.37756E+01
-1.7747808E-03,1.37756E+01
-1.7747344E-03,1.37756E+01
-1.7746880E-03,1.37756E+01
-1.7746416E-03,1.37756E+01
-1.7745952E-03,1.37756E+01
-1.7745488E-03,1.21643E+01
-1.7745024E-03,1.00646E+01
-1.7744560E-03,7.72090E+00
-1.7744096E-03,4.84004E+00
-1.7743632E-03,1.51973E+00
-1.7743168E-03,-1.70293E+00
-1.7742704E-03,-4.82793E+00
-1.7742240E-03,-7.46465E+00
-1.7741776E-03,-9.36895E+00
-1.7741312E-03,-1.08826E+01
-1.7740848E-03,-1.10291E+01
-1.7740384E-03,-9.32012E+00
-1.7739920E-03,-6.39043E+00
-1.7739456E-03,-4.87676E+00
-1.7738992E-03,-5.75566E+00
-1.7738528E-03,-8.24590E+00
-1.7738064E-03,-9.61309E+00
-1.7737600E-03,-8.92949E+00
-1.7737136E-03,-7.17168E+00
-1.7736672E-03,-6.39043E+00
-1.7736208E-03,-6.68340E+00
-1.7735744E-03,-7.02520E+00
-1.7735280E-03,-7.12285E+00
-1.7734816E-03,-7.12285E+00
-1.7734352E-03,-7.26934E+00
-1.7733888E-03,-7.46465E+00
-1.7733424E-03,-7.22051E+00
-1.7732960E-03,-6.48809E+00
-1.7732496E-03,-6.19512E+00
-1.7732032E-03,-6.43926E+00
-1.7731568E-03,-6.92754E+00
-1.7731104E-03,-6.97637E+00
-1.7730640E-03,-6.53691E+00
-1.7730176E-03,-5.85332E+00
-1.7729712E-03,-5.12090E+00
-1.7729248E-03,-2.48418E+00
-1.7728784E-03,2.00801E+00
-1.7728320E-03,6.93965E+00
-1.7727856E-03,1.09436E+01
-1.7727392E-03,1.32385E+01
-1.7726928E-03,1.37756E+01
-1.7726464E-03,1.37756E+01
-1.7726000E-03,1.37756E+01
-1.7725536E-03,1.37756E+01
-1.7725072E-03,1.37756E+01
-1.7724608E-03,1.37756E+01
-1.7724144E-03,1.37756E+01
-1.7723680E-03,1.37756E+01
-1.7723216E-03,1.34826E+01
-1.7722752E-03,1.10412E+01
-1.7722288E-03,8.89277E+00
-1.7721824E-03,6.15840E+00
-1.7721360E-03,3.27754E+00
-1.7720896E-03,-1.89258E-01
-1.7720432E-03,-3.46074E+00
-1.7719968E-03,-6.34160E+00
-1.7719504E-03,-8.53887E+00
-1.7719040E-03,-1.02479E+01
-1.7718576E-03,-1.10291E+01
-1.7718112E-03,-1.03455E+01
-1.7717648E-03,-7.80645E+00
-1.7717184E-03,-5.26738E+00
-1.7716720E-03,-5.02324E+00
-1.7716256E-03,-7.07402E+00
-1.7715792E-03,-9.17363E+00
-1.7715328E-03,-9.71074E+00
-1.7714864E-03,-8.00176E+00
-1.7714400E-03,-6.63457E+00
-1.7713936E-03,-6.29277E+00
-1.7713472E-03,-6.78105E+00
-1.7713008E-03,-7.17168E+00
-1.7712544E-03,-7.12285E+00
-1.7712080E-03,-7.07402E+00
-1.7711616E-03,-7.56230E+00
-1.7711152E-03,-7.22051E+00
-1.7710688E-03,-6.92754E+00
-1.7710224E-03,-6.39043E+00
-1.7709760E-03,-6.09746E+00
-1.7709296E-03,-6.63457E+00
-1.7708832E-03,-7.12285E+00
-1.7708368E-03,-6.58574E+00
-1.7707904E-03,-6.24395E+00
-1.7707440E-03,-5.60918E+00
-1.7706976E-03,-3.99785E+00
-1.7706512E-03,-4.33398E-01
-1.7706048E-03,4.35176E+00
-1.7705584E-03,9.18574E+00
-1.7705120E-03,1.21643E+01
-1.7704656E-03,1.37756E+01
-1.7704192E-03,1.37756E+01
-1.7703728E-03,1.37756E+01
-1.7703264E-03,1.37756E+01
-1.7702800E-03,1.37756E+01
-1.7702336E-03,1.37756E+01
-1.7701872E-03,1.37756E+01
-1.7701408E-03,1.37756E+01
-1.7700944E-03,1.37756E+01
-1.7700480E-03,1.22619E+01
-1.7700016E-03,1.00646E+01
-1.7699552E-03,7.57441E+00
-1.7699088E-03,4.88887E+00
-1.7698624E-03,1.66621E+00
-1.7698160E-03,-1.89824E+00
-1.7697696E-03,-5.02324E+00
-1.7697232E-03,-7.51348E+00
-1.7696768E-03,-9.51543E+00
-1.7696304E-03,-1.08338E+01
-1.7695840E-03,-1.09803E+01
-1.7695376E-03,-9.07598E+00
-1.7694912E-03,-6.24395E+00
-1.7694448E-03,-4.87676E+00
-1.7693984E-03,-5.85332E+00
-1.7693520E-03,-8.34355E+00
-1.7693056E-03,-9.75957E+00
-1.7692592E-03,-8.73418E+00
-1.7692128E-03,-7.22051E+00
-1.7691664E-03,-6.19512E+00
-1.7691200E-03,-6.68340E+00
-1.7690736E-03,-7.22051E+00
-1.7690272E-03,-7.22051E+00
-1.7689808E-03,-7.22051E+00
-1.7689344E-03,-7.26934E+00
-1.7688880E-03,-7.41582E+00
-1.7688416E-03,-7.12285E+00
-1.7687952E-03,-6.34160E+00
-1.7687488E-03,-6.14629E+00
-1.7687024E-03,-6.39043E+00
-1.7686560E-03,-7.02520E+00
-1.7686096E-03,-6.78105E+00
-1.7685632E-03,-6.48809E+00
-1.7685168E-03,-5.95098E+00
-1.7684704E-03,-5.12090E+00
-1.7684240E-03,-2.53301E+00
-1.7683776E-03,2.00801E+00
-1.7683312E-03,7.18379E+00
-1.7682848E-03,1.10900E+01
-1.7682384E-03,1.32873E+01
-1.7681920E-03,1.37756E+01
-1.7681456E-03,1.37756E+01
-1.7680992E-03,1.37756E+01
-1.7680528E-03,1.37756E+01
-1.7680064E-03,1.37756E+01
-1.7679600E-03,1.37756E+01
-1.7679136E-03,1.37756E+01
-1.7678672E-03,1.37756E+01
-1.7678208E-03,1.32385E+01
-1.7677744E-03,1.11389E+01
-1.7677280E-03,8.84395E+00
-1.7676816E-03,6.20723E+00
-1.7676352E-03,3.13105E+00
-1.7675888E-03,-1.89258E-01
-1.7675424E-03,-3.55840E+00
-1.7674960E-03,-6.43926E+00
-1.7674496E-03,-8.68535E+00
-1.7674032E-03,-1.03455E+01
-1.7673568E-03,-1.11268E+01
-1.7673104E-03,-1.02967E+01
-1.7672640E-03,-7.80645E+00
-1.7672176E-03,-5.36504E+00
-1.7671712E-03,-5.12090E+00
-1.7671248E-03,-7.02520E+00
-1.7670784E-03,-9.07598E+00
-1.7670320E-03,-9.61309E+00
-1.7669856E-03,-8.05059E+00
-1.7669392E-03,-6.53691E+00
-1.7668928E-03,-6.19512E+00
-1.7668464E-03,-6.82988E+00
-1.7668000E-03,-7.22051E+00
-1.7667536E-03,-7.12285E+00
-1.7667072E-03,-7.31816E+00
-1.7666608E-03,-7.41582E+00
-1.7666144E-03,-7.46465E+00
-1.7665680E-03,-6.73223E+00
-1.7665216E-03,-6.34160E+00
-1.7664752E-03,-6.19512E+00
-1.7664288E-03,-6.73223E+00
-1.7663824E-03,-6.87871E+00
-1.7663360E-03,-6.68340E+00
-1.7662896E-03,-6.19512E+00
-1.7662432E-03,-5.80449E+00
-1.7661968E-03,-4.04668E+00
-1.7661504E-03,-3.35742E-01
-1.7661040E-03,4.54707E+00
-1.7660576E-03,9.18574E+00
-1.7660112E-03,1.24572E+01
-1.7659648E-03,1.37756E+01
-1.7659184E-03,1.37756E+01
-1.7658720E-03,1.37756E+01
-1.7658256E-03,1.37756E+01
-1.7657792E-03,1.37756E+01
-1.7657328E-03,1.37756E+01
-1.7656864E-03,1.37756E+01
-1.7656400E-03,1.37756E+01
-1.7655936E-03,1.37756E+01
-1.7655472E-03,1.22131E+01
-1.7655008E-03,9.91816E+00
-1.7654544E-03,7.42793E+00
-1.7654080E-03,4.54707E+00
-1.7653616E-03,1.51973E+00
-1.7653152E-03,-1.89824E+00
-1.7652688E-03,-4.87676E+00
-1.7652224E-03,-7.51348E+00
-1.7651760E-03,-9.61309E+00
-1.7651296E-03,-1.09314E+01
-1.7650832E-03,-1.10291E+01
-1.7650368E-03,-9.12480E+00
-1.7649904E-03,-6.34160E+00
-1.7649440E-03,-4.87676E+00
-1.7648976E-03,-5.80449E+00
-1.7648512E-03,-8.34355E+00
-1.7648048E-03,-9.71074E+00
-1.7647584E-03,-8.83184E+00
-1.7647120E-03,-7.07402E+00
-1.7646656E-03,-6.19512E+00
-1.7646192E-03,-6.53691E+00
-1.7645728E-03,-6.92754E+00
-1.7645264E-03,-7.07402E+00
-1.7644800E-03,-7.02520E+00
-1.7644336E-03,-7.22051E+00
-1.7643872E-03,-7.41582E+00
-1.7643408E-03,-7.07402E+00
-1.7642944E-03,-6.39043E+00
-1.7642480E-03,-5.99980E+00
-1.7642016E-03,-6.19512E+00
-1.7641552E-03,-6.92754E+00
-1.7641088E-03,-6.87871E+00
-1.7640624E-03,-6.34160E+00
-1.7640160E-03,-6.14629E+00
-1.7639696E-03,-4.97441E+00
-1.7639232E-03,-2.48418E+00
-1.7638768E-03,2.30098E+00
-1.7638304E-03,7.13496E+00
-1.7637840E-03,1.10900E+01
-1.7637376E-03,1.33850E+01
-1.7636912E-03,1.37756E+01
-1.7636448E-03,1.37756E+01
-1.7635984E-03,1.37756E+01
-1.7635520E-03,1.37756E+01
-1.7635056E-03,1.37756E+01
-1.7634592E-03,1.37756E+01
-1.7634128E-03,1.37756E+01
-1.7633664E-03,1.37756E+01
-1.7633200E-03,1.31896E+01
-1.7632736E-03,1.10412E+01
-1.7632272E-03,8.69746E+00
-1.7631808E-03,6.25605E+00
-1.7631344E-03,3.08223E+00
-1.7630880E-03,-3.35742E-01
-1.7630416E-03,-3.55840E+00
-1.7629952E-03,-6.43926E+00
-1.7629488E-03,-8.53887E+00
-1.7629024E-03,-1.02967E+01
-1.7628560E-03,-1.11756E+01
-1.7628096E-03,-1.00525E+01
-1.7627632E-03,-7.65996E+00
-1.7627168E-03,-5.26738E+00
-1.7626704E-03,-4.87676E+00
-1.7626240E-03,-6.97637E+00
-1.7625776E-03,-9.12480E+00
-1.7625312E-03,-9.46660E+00
-1.7624848E-03,-7.70879E+00
-1.7624384E-03,-6.48809E+00
-1.7623920E-03,-6.34160E+00
-1.7623456E-03,-6.87871E+00
-1.7622992E-03,-7.17168E+00
-1.7622528E-03,-7.12285E+00
-1.7622064E-03,-7.17168E+00
-1.7621600E-03,-7.41582E+00
-1.7621136E-03,-7.26934E+00
-1.7620672E-03,-6.78105E+00
-1.7620208E-03,-6.24395E+00
-1.7619744E-03,-6.19512E+00
-1.7619280E-03,-6.73223E+00
-1.7618816E-03,-6.92754E+00
-1.7618352E-03,-6.58574E+00
-1.7617888E-03,-6.39043E+00
-1.7617424E-03,-5.56035E+00
-1.7616960E-03,-3.75371E+00
-1.7616496E-03,-9.16016E-02
-1.7616032E-03,4.88887E+00
-1.7615568E-03,9.38105E+00
-1.7615104E-03,1.24572E+01
-1.7614640E-03,1.37756E+01
-1.7614176E-03,1.37756E+01
-1.7613712E-03,1.37756E+01
-1.7613248E-03,1.37756E+01
-1.7612784E-03,1.37756E+01
-1.7612320E-03,1.37756E+01
-1.7611856E-03,1.37756E+01
-1.7611392E-03,1.37756E+01
-1.7610928E-03,1.37756E+01
-1.7610464E-03,1.22131E+01
-1.7610000E-03,9.86934E+00
-1.7609536E-03,7.47676E+00
-1.7609072E-03,4.74238E+00
-1.7608608E-03,1.37324E+00
-1.7608144E-03,-1.99590E+00
-1.7607680E-03,-4.97441E+00
-1.7607216E-03,-7.46465E+00
-1.7606752E-03,-9.36895E+00
-1.7606288E-03,-1.08826E+01
-1.7605824E-03,-1.07361E+01
-1.7605360E-03,-9.02715E+00
-1.7604896E-03,-6.19512E+00
-1.7604432E-03,-4.92559E+00
-1.7603968E-03,-5.75566E+00
-1.7603504E-03,-8.53887E+00
-1.7603040E-03,-9.66191E+00
-1.7602576E-03,-8.68535E+00
-1.7602112E-03,-7.12285E+00
-1.7601648E-03,-6.14629E+00
-1.7601184E-03,-6.43926E+00
-1.7600720E-03,-6.97637E+00
-1.7600256E-03,-7.22051E+00
-1.7599792E-03,-7.02520E+00
-1.7599328E-03,-7.17168E+00
-1.7598864E-03,-7.46465E+00
-1.7598400E-03,-7.12285E+00
-1.7597936E-03,-6.34160E+00
-1.7597472E-03,-6.09746E+00
-1.7597008E-03,-6.19512E+00
-1.7596544E-03,-6.97637E+00
-1.7596080E-03,-6.82988E+00
-1.7595616E-03,-6.29277E+00
-1.7595152E-03,-5.85332E+00
-1.7594688E-03,-4.97441E+00
-1.7594224E-03,-2.14238E+00
-1.7593760E-03,2.34980E+00
-1.7593296E-03,7.23262E+00
-1.7592832E-03,1.10412E+01
-1.7592368E-03,1.34338E+01
-1.7591904E-03,1.37756E+01
-1.7591440E-03,1.37756E+01
-1.7590976E-03,1.37756E+01
-1.7590512E-03,1.37756E+01
-1.7590048E-03,1.37756E+01
-1.7589584E-03,1.37756E+01
-1.7589120E-03,1.37756E+01
-1.7588656E-03,1.37756E+01
-1.7588192E-03,1.32873E+01
-1.7587728E-03,1.10412E+01
-1.7587264E-03,8.84395E+00
-1.7586800E-03,6.15840E+00
-1.7586336E-03,3.13105E+00
-1.7585872E-03,-2.86914E-01
-1.7585408E-03,-3.50957E+00
-1.7584944E-03,-6.24395E+00
-1.7584480E-03,-8.49004E+00
-1.7584016E-03,-1.01502E+01
-1.7583552E-03,-1.06873E+01
-1.7583088E-03,-9.95488E+00
-1.7582624E-03,-7.41582E+00
-1.7582160E-03,-5.16973E+00
-1.7581696E-03,-4.92559E+00
-1.7581232E-03,-7.07402E+00
-1.7580768E-03,-9.07598E+00
-1.7580304E-03,-9.36895E+00
-1.7579840E-03,-7.65996E+00
-1.7579376E-03,-6.39043E+00
-1.7578912E-03,-6.24395E+00
-1.7578448E-03,-6.78105E+00
-1.7577984E-03,-6.97637E+00
-1.7577520E-03,-7.07402E+00
-1.7577056E-03,-7.17168E+00
-1.7576592E-03,-7.41582E+00
-1.7576128E-03,-7.17168E+00
-1.7575664E-03,-6.53691E+00
-1.7575200E-03,-5.85332E+00
-1.7574736E-03,-6.19512E+00
-1.7574272E-03,-6.58574E+00
-1.7573808E-03,-6.78105E+00
-1.7573344E-03,-6.68340E+00
-1.7572880E-03,-6.19512E+00
-1.7572416E-03,-5.46270E+00
-1.7571952E-03,-3.75371E+00
-1.7571488E-03,6.05469E-03
-1.7571024E-03,4.93770E+00
-1.7570560E-03,9.42988E+00
-1.7570096E-03,1.26525E+01
-1.7569632E-03,1.37756E+01
-1.7569168E-03,1.37756E+01
-1.7568704E-03,1.37756E+01
-1.7568240E-03,1.37756E+01
-1.7567776E-03,1.37756E+01
-1.7567312E-03,1.37756E+01
-1.7566848E-03,1.37756E+01
-1.7566384E-03,1.37756E+01
-1.7565920E-03,1.37756E+01
-1.7565456E-03,1.18713E+01
-1.7564992E-03,9.91816E+00
-1.7564528E-03,7.62324E+00
-1.7564064E-03,4.74238E+00
-1.7563600E-03,1.47090E+00
-1.7563136E-03,-1.89824E+00
-1.7562672E-03,-4.92559E+00
-1.7562208E-03,-7.56230E+00
-1.7561744E-03,-9.22246E+00
-1.7561280E-03,-1.07361E+01
-1.7560816E-03,-1.06873E+01
-1.7560352E-03,-8.88066E+00
-1.7559888E-03,-6.19512E+00
-1.7559424E-03,-4.77910E+00
-1.7558960E-03,-5.80449E+00
-1.7558496E-03,-8.39238E+00
-1.7558032E-03,-9.51543E+00
-1.7557568E-03,-8.63652E+00
-1.7557104E-03,-7.02520E+00
-1.7556640E-03,-6.04863E+00
-1.7556176E-03,-6.34160E+00
-1.7555712E-03,-6.87871E+00
-1.7555248E-03,-7.07402E+00
-1.7554784E-03,-7.12285E+00
-1.7554320E-03,-7.31816E+00
-1.7553856E-03,-7.41582E+00
-1.7553392E-03,-6.92754E+00
-1.7552928E-03,-6.34160E+00
-1.7552464E-03,-5.85332E+00
-1.7552000E-03,-6.19512E+00
-1.7551536E-03,-6.82988E+00
-1.7551072E-03,-6.82988E+00
-1.7550608E-03,-6.29277E+00
-1.7550144E-03,-5.85332E+00
-1.7549680E-03,-4.82793E+00
-1.7549216E-03,-2.04473E+00
-1.7548752E-03,2.34980E+00
-1.7548288E-03,7.37910E+00
-1.7547824E-03,1.11877E+01
-1.7547360E-03,1.31896E+01
-1.7546896E-03,1.37756E+01
-1.7546432E-03,1.37756E+01
-1.7545968E-03,1.37756E+01
-1.7545504E-03,1.37756E+01
-1.7545040E-03,1.37756E+01
-1.7544576E-03,1.37756E+01
-1.7544112E-03,1.37756E+01
-1.7543648E-03,1.37756E+01
-1.7543184E-03,1.30432E+01
-1.7542720E-03,1.08947E+01
-1.7542256E-03,8.64863E+00
-1.7541792E-03,6.01191E+00
-1.7541328E-03,2.98457E+00
-1.7540864E-03,-3.35742E-01
-1.7540400E-03,-3.46074E+00
-1.7539936E-03,-6.58574E+00
-1.7539472E-03,-8.73418E+00
-1.7539008E-03,-1.02967E+01
-1.7538544E-03,-1.08826E+01
-1.7538080E-03,-1.01502E+01
-1.7537616E-03,-7.46465E+00
-1.7537152E-03,-5.12090E+00
-1.7536688E-03,-5.02324E+00
-1.7536224E-03,-7.12285E+00
-1.7535760E-03,-9.36895E+00
-1.7535296E-03,-9.51543E+00
-1.7534832E-03,-7.65996E+00
-1.7534368E-03,-6.43926E+00
-1.7533904E-03,-6.34160E+00
-1.7533440E-03,-6.73223E+00
-1.7532976E-03,-7.12285E+00
-1.7532512E-03,-7.02520E+00
-1.7532048E-03,-7.07402E+00
-1.7531584E-03,-7.26934E+00
-1.7531120E-03,-7.31816E+00
-1.7530656E-03,-6.68340E+00
-1.7530192E-03,-6.19512E+00
-1.7529728E-03,-6.09746E+00
-1.7529264E-03,-6.48809E+00
-1.7528800E-03,-6.78105E+00
-1.7528336E-03,-6.58574E+00
-1.7527872E-03,-6.19512E+00
-1.7527408E-03,-5.36504E+00
-1.7526944E-03,-3.80254E+00
-1.7526480E-03,2.99023E-01
-1.7526016E-03,5.03535E+00
-1.7525552E-03,9.47871E+00
-1.7525088E-03,1.25549E+01
-1.7524624E-03,1.37756E+01
-1.7524160E-03,1.37756E+01
-1.7523696E-03,1.37756E+01
-1.7523232E-03,1.37756E+01
-1.7522768E-03,1.37756E+01
-1.7522304E-03,1.37756E+01
-1.7521840E-03,1.37756E+01
-1.7521376E-03,1.37756E+01
-1.7520912E-03,1.37756E+01
-1.7520448E-03,1.18713E+01
-1.7519984E-03,9.86934E+00
-1.7519520E-03,7.37910E+00
-1.7519056E-03,4.54707E+00
-1.7518592E-03,1.22676E+00
-1.7518128E-03,-2.04473E+00
-1.7517664E-03,-5.31621E+00
-1.7517200E-03,-7.80645E+00
-1.7516736E-03,-9.51543E+00
-1.7516272E-03,-1.08338E+01
-1.7515808E-03,-1.09314E+01
-1.7515344E-03,-8.88066E+00
-1.7514880E-03,-6.14629E+00
-1.7514416E-03,-4.87676E+00
-1.7513952E-03,-5.90215E+00
-1.7513488E-03,-8.49004E+00
-1.7513024E-03,-9.75957E+00
-1.7512560E-03,-8.58770E+00
-1.7512096E-03,-7.07402E+00
-1.7511632E-03,-6.24395E+00
-1.7511168E-03,-6.53691E+00
-1.7510704E-03,-7.07402E+00
-1.7510240E-03,-7.07402E+00
-1.7509776E-03,-7.12285E+00
-1.7509312E-03,-7.26934E+00
-1.7508848E-03,-7.31816E+00
-1.7508384E-03,-7.07402E+00
-1.7507920E-03,-6.43926E+00
-1.7507456E-03,-5.99980E+00
-1.7506992E-03,-6.34160E+00
-1.7506528E-03,-6.78105E+00
-1.7506064E-03,-6.78105E+00
-1.7505600E-03,-6.19512E+00
-1.7505136E-03,-5.90215E+00
-1.7504672E-03,-4.82793E+00
-1.7504208E-03,-2.19121E+00
-1.7503744E-03,2.59395E+00
-1.7503280E-03,7.76973E+00
-1.7502816E-03,1.13830E+01
-1.7502352E-03,1.34338E+01
-1.7501888E-03,1.37756E+01
-1.7501424E-03,1.37756E+01
-1.7500960E-03,1.37756E+01
-1.7500496E-03,1.37756E+01
-1.7500032E-03,1.37756E+01
-1.7499568E-03,1.37756E+01
-1.7499104E-03,1.37756E+01
-1.7498640E-03,1.37756E+01
-1.7498176E-03,1.29943E+01
-1.7497712E-03,1.08947E+01
-1.7497248E-03,8.50215E+00
-1.7496784E-03,5.96309E+00
-1.7496320E-03,2.83809E+00
-1.7495856E-03,-4.33398E-01
-1.7495392E-03,-3.75371E+00
-1.7494928E-03,-6.58574E+00
-1.7494464E-03,-8.73418E+00
-1.7494000E-03,-1.02967E+01
-1.7493536E-03,-1.10779E+01
-1.7493072E-03,-1.01502E+01
-1.7492608E-03,-7.56230E+00
-1.7492144E-03,-5.12090E+00
-1.7491680E-03,-5.12090E+00
-1.7491216E-03,-7.31816E+00
-1.7490752E-03,-9.27129E+00
-1.7490288E-03,-9.27129E+00
-1.7489824E-03,-7.85527E+00
-1.7489360E-03,-6.39043E+00
-1.7488896E-03,-6.24395E+00
-1.7488432E-03,-6.82988E+00
-1.7487968E-03,-7.22051E+00
-1.7487504E-03,-7.07402E+00
-1.7487040E-03,-7.07402E+00
-1.7486576E-03,-7.17168E+00
-1.7486112E-03,-7.22051E+00
-1.7485648E-03,-6.73223E+00
-1.7485184E-03,-5.99980E+00
-1.7484720E-03,-5.99980E+00
-1.7484256E-03,-6.48809E+00
-1.7483792E-03,-6.87871E+00
-1.7483328E-03,-6.43926E+00
