
Label=v(2) vs T
LabelX=T
LabelY=v(2)
Data Point Count=10005
T,v(2)
 0.0000000000000000E+000, 0.0000000000000000E+000
 1.0000000000000001E-009, 2.2495663617222612E-003
 2.0000000000000001E-009, 2.4493193515929845E-003
 4.0000000000000002E-009, 2.5210907640991287E-003
 8.0000000000000005E-009, 2.5826485303615202E-003
 1.6000000000000001E-008, 2.7779196651076502E-003
 2.6000000000000001E-008, 2.9683762550261486E-003
 3.6000000000000005E-008, 3.2005676243348018E-003
 4.6000000000000002E-008, 3.3877276915604453E-003
 5.5999999999999999E-008, 3.6133391284800588E-003
 6.5999999999999995E-008, 3.7964541158108365E-003
 7.5999999999999992E-008, 4.0149438621587576E-003
 8.5999999999999989E-008, 4.1932889512210402E-003
 9.5999999999999986E-008, 4.4041266444299091E-003
 1.0599999999999998E-007, 4.5770022629304796E-003
 1.1599999999999998E-007, 4.7796713096551393E-003
 1.2599999999999999E-007, 4.9464046103177249E-003
 1.3600000000000000E-007, 5.1404044686489498E-003
 1.4600000000000001E-007, 5.3003507718582801E-003
 1.5600000000000002E-007, 5.4851991382996396E-003
 1.6600000000000003E-007, 5.6377433308157201E-003
 1.7600000000000004E-007, 5.8129782282568543E-003
 1.8600000000000005E-007, 5.9575361107100950E-003
 1.9600000000000006E-007, 6.1227178737345593E-003
 2.0600000000000007E-007, 6.2587374499685463E-003
 2.1600000000000008E-007, 6.4134506039628236E-003
 2.2600000000000009E-007, 6.5404133056576027E-003
 2.3600000000000010E-007, 6.6842683363405693E-003
 2.4600000000000011E-007, 6.8016901767204230E-003
 2.5600000000000012E-007, 6.9343251868893598E-003
 2.6600000000000013E-007, 7.0417578377017153E-003
 2.7600000000000014E-007, 7.1628400881851035E-003
 2.8600000000000015E-007, 7.2598718745240012E-003
 2.9600000000000016E-007, 7.3690992065499590E-003
 3.0600000000000017E-007, 7.4553560144924652E-003
 3.1600000000000018E-007, 7.5524581509142539E-003
 3.2600000000000019E-007, 7.6276042433410267E-003
 3.3600000000000020E-007, 7.7123439664137225E-003
 3.4600000000000021E-007, 7.7760827027897389E-003
 3.5600000000000022E-007, 7.8482569064586456E-003
 3.6600000000000023E-007, 7.9003313627631806E-003
 3.7600000000000024E-007, 7.9597719777074732E-003
 3.8600000000000025E-007, 7.9999654631189715E-003
 3.9600000000000026E-007, 8.0465402530850039E-003
 4.0600000000000027E-007, 8.0746767204452705E-003
 4.1600000000000028E-007, 8.1082899487134562E-003
 4.2600000000000029E-007, 8.1242342962190711E-003
 4.3600000000000030E-007, 8.1448272613603573E-003
 4.4600000000000031E-007, 8.1484855233517183E-003
 4.5600000000000032E-007, 8.1560369637567499E-003
 4.6600000000000033E-007, 8.1473563889021359E-003
 4.7600000000000034E-007, 8.1418827558943120E-003
 4.8600000000000030E-007, 8.1208517714897750E-003
 4.9600000000000031E-007, 8.1024073711738927E-003
 5.0600000000000032E-007, 8.0690554327049017E-003
