
Label=v(2) vs T
LabelX=T
LabelY=v(2)
Data Point Count=10005
T,v(2)
 0.0000000000000000E+000, 0.0000000000000000E+000
 1.0000000000000001E-009, 2.4468546349542238E-007
 2.0000000000000001E-009, 2.4685920101583103E-007
 4.0000000000000002E-009, 2.5119290453346549E-007
 8.0000000000000005E-009, 2.5984615372284834E-007
 1.6000000000000001E-008, 2.7705261684628906E-007
 2.6000000000000001E-008, 2.9835573010916683E-007
 3.6000000000000005E-008, 3.1942290013088747E-007
 4.6000000000000002E-008, 3.4024525109425568E-007
 5.5999999999999999E-008, 3.6079905994569331E-007
 6.5999999999999995E-008, 3.8107585031915513E-007
 7.5999999999999992E-008, 4.0105232377475109E-007
 8.5999999999999989E-008, 4.2072045318304903E-007
 9.5999999999999986E-008, 4.4005741382326613E-007
 1.0599999999999998E-007, 4.5905567618975531E-007
 1.1599999999999998E-007, 4.7769293691209704E-007
 1.2599999999999999E-007, 4.9596221094671382E-007
 1.3600000000000000E-007, 5.1384176228239595E-007
 1.4600000000000001E-007, 5.3132519548125979E-007
 1.5600000000000002E-007, 5.4839138613457151E-007
 1.6600000000000003E-007, 5.6503457171859918E-007
 1.7600000000000004E-007, 5.8123428176705217E-007
 1.8600000000000005E-007, 5.9698542800887207E-007
 1.9600000000000006E-007, 6.1226823422512369E-007
 2.0600000000000007E-007, 6.2707832563733537E-007
 2.1600000000000008E-007, 6.4139665841834106E-007
 2.2600000000000009E-007, 6.5521960830145836E-007
 2.3600000000000010E-007, 6.6852889971646805E-007
 2.4600000000000011E-007, 6.8132169359174057E-007
 2.5600000000000012E-007, 6.9358051608836275E-007
 2.6600000000000013E-007, 7.0530334556915448E-007
 2.7600000000000014E-007, 7.1647354090582930E-007
 2.8600000000000015E-007, 7.2708992759083776E-007
 2.9600000000000016E-007, 7.3713672559442064E-007
 3.0600000000000017E-007, 7.4661363459718987E-007
 3.1600000000000018E-007, 7.5550576137603757E-007
 3.2600000000000019E-007, 7.6381370413744491E-007
 3.3600000000000020E-007, 7.7152347941329256E-007
 3.4600000000000021E-007, 7.7863660547701164E-007
 3.5600000000000022E-007, 7.8514002873255385E-007
 3.6600000000000023E-007, 7.9103620619785247E-007
 3.7600000000000024E-007, 7.9631303137218622E-007
 3.8600000000000025E-007, 8.0097391577369204E-007
 3.9600000000000026E-007, 8.0500771427286568E-007
 4.0600000000000027E-007, 8.0841880567292881E-007
 4.1600000000000028E-007, 8.1119701749966510E-007
 4.2600000000000029E-007, 8.1334770561567347E-007
 4.3600000000000030E-007, 8.1486167845906341E-007
 4.4600000000000031E-007, 8.1574527568515923E-007
 4.5600000000000032E-007, 8.1599029184875045E-007
 4.6600000000000033E-007, 8.1560405406927000E-007
 4.7600000000000034E-007, 8.1457934515365309E-007
 4.8600000000000030E-007, 8.1292448028344629E-007
 4.9600000000000031E-007, 8.1063322957774197E-007
 5.0600000000000032E-007, 8.0771489380287981E-007
 5.1600000000000033E-007, 8.0416422637750840E-007
 5.2600000000000034E-007, 7.9999150810798386E-007
 5.3600000000000035E-007, 7.9519246863979958E-007
 5.4600000000000036E-007, 7.8977836022422529E-007
 5.5600000000000037E-007, 7.8374587862280976E-007
 5.6600000000000038E-007, 7.7710723591312082E-007
 5.7600000000000039E-007, 7.6986008085533902E-007
 5.8600000000000040E-007, 7.6201757074732453E-007
 5.9600000000000041E-007, 7.5357829126470457E-007
 6.0600000000000042E-007, 7.4455632737771614E-007
 6.1600000000000043E-007, 7.3495118267846926E-007
