
Label=v(2) vs T
LabelX=T
LabelY=v(2)
Data Point Count=3006
T,v(2)
 0.0000000000000000E+000, 0.0000000000000000E+000
 1.0000000000000001E-009, 4.7174421662586430E-006
 2.0000000000000001E-009, 4.7366354475538529E-006
 4.0000000000000002E-009, 4.7732443206223212E-006
 6.4721627151971051E-009, 4.8183863750489819E-006
 1.1416488145591315E-008, 4.9079581365124744E-006
 1.9731117271643255E-008, 5.0566127937885988E-006
 2.9731117271643255E-008, 5.2315846823103225E-006
 3.9731117271643256E-008, 5.4026010344898517E-006
 4.9731117271643252E-008, 5.5694457124090290E-006
 5.9731117271643249E-008, 5.7320766367063172E-006
 6.9731117271643246E-008, 5.8902840896748205E-006
 7.9731117271643243E-008, 6.0440325813643050E-006
 8.9731117271643240E-008, 6.1931191941150940E-006
 9.9731117271643237E-008, 6.3375153969945813E-006
 1.0973111727164323E-007, 6.4770254314779913E-006
 1.1973111727164323E-007, 6.6116280739511596E-006
 1.2973111727164324E-007, 6.7411350622661581E-006
 1.3973111727164325E-007, 6.8655328060583550E-006
 1.4973111727164326E-007, 6.9846408539217894E-006
 1.5973111727164327E-007, 7.0984535513064917E-006
 1.6973111727164328E-007, 7.2067985480761123E-006
 1.7973111727164329E-007, 7.3096784037699506E-006
 1.8973111727164330E-007, 7.4069291353233155E-006
 1.9973111727164331E-007, 7.4985617694976753E-006
 2.0973111727164332E-007, 7.5844209305647127E-006
 2.1973111727164333E-007, 7.6645263397260995E-006
 2.2973111727164334E-007, 7.7387314425814818E-006
 2.3973111727164333E-007, 7.8070648553820935E-006
 2.4973111727164334E-007, 7.8693890321213286E-006
 2.5973111727164335E-007, 7.9257416574856506E-006
 2.6973111727164336E-007, 7.9759943534303805E-006
 2.7973111727164337E-007, 8.0201940187105277E-006
 2.8973111727164338E-007, 8.0582215748253920E-006
 2.9973111727164339E-007, 8.0901332520350305E-006
 3.0973111727164340E-007, 8.1158193745760379E-006
 3.1973111727164341E-007, 8.1353455930932994E-006
 3.2973111727164342E-007, 8.1486117090516938E-006
 3.3973111727164343E-007, 8.1556928535316435E-006
 3.4973111727164344E-007, 8.1564983507865217E-006
 3.5973111727164345E-007, 8.1511128433712781E-006
 3.6973111727164346E-007, 8.1394551948174499E-006
 3.7973111727164347E-007, 8.1216195610875930E-006
 3.8973111727164348E-007, 8.0975343323598310E-006
 3.9973111727164349E-007, 8.0673031508248920E-006
 4.0973111727164350E-007, 8.0308638915938667E-006
 4.1973111727164351E-007, 7.9883296268769738E-006
 4.2973111727164352E-007, 7.9396476460500279E-006
 4.3973111727164353E-007, 7.8849403662764137E-006
 4.4973111727164354E-007, 7.8241643917896334E-006
 4.5973111727164355E-007, 7.7574513710420752E-006
 4.6973111727164356E-007, 7.6847670952837148E-006
 4.7973111727164352E-007, 7.6062523023415333E-006
 4.8973111727164353E-007, 7.5218818145965630E-006
 4.9973111727164354E-007, 7.4318052895192640E-006
 5.0973111727164355E-007, 7.3360063971686561E-006
 5.1973111727164356E-007, 7.2346435176298566E-006
 5.2973111727164357E-007, 7.1277089581803139E-006
 5.3973111727164358E-007, 7.0153695977961097E-006
 5.4973111727164359E-007, 6.8976261441490437E-006
 5.5973111727164360E-007, 6.7746537253700775E-006
 5.6973111727164361E-007, 6.6464611870623320E-006
 5.7973111727164362E-007, 6.5132316315280325E-006
 5.8973111727164363E-007, 6.3749817549999474E-006
 5.9973111727164364E-007, 6.2319023345594947E-006
 6.0973111727164365E-007, 6.0840176058090121E-006
 6.1973111727164366E-007, 5.9315256977241482E-006
 6.2973111727164367E-007, 5.7744580510084347E-006
 6.3973111727164368E-007, 5.6130198011405054E-006
 6.4973111727164369E-007, 5.4472492376698488E-006
 6.5973111727164370E-007, 5.2773581357371016E-006
 6.6973111727164371E-007, 5.1033912565854698E-006
 6.7973111727164372E-007, 4.9255666278473286E-006
 6.8973111727164373E-007, 4.7439350855615537E-006
 6.9973111727164374E-007, 4.5587205035365103E-006
 7.0973111727164375E-007, 4.3699793771772854E-006
 7.1973111727164376E-007, 4.1779410022491680E-006
 7.2973111727164377E-007, 3.9826671008312532E-006
 7.3973111727164378E-007, 3.7843919498191948E-006
 7.4973111727164379E-007, 3.5831820493351449E-006
 7.5973111727164380E-007, 3.3792762013181743E-006
 7.6973111727164381E-007, 3.1727452207337299E-006
 7.7973111727164382E-007, 2.9638319646126363E-006
 7.8973111727164383E-007, 2.7526110864110671E-006
 7.9973111727164384E-007, 2.5393290158691679E-006
 8.0973111727164385E-007, 2.3240637568853702E-006
 8.1973111727164386E-007, 2.1070648185720676E-006
 8.2973111727164387E-007, 1.8884130570161447E-006
 8.3973111727164388E-007, 1.6683605579178432E-006
 8.4973111727164389E-007, 1.4469905226161184E-006
 8.5973111727164390E-007, 1.2245571027045283E-006
 8.6973111727164391E-007, 1.0011453307053677E-006
 8.7973111727164392E-007, 7.7701090706120819E-007
 8.8973111727164393E-007, 5.5224017584637525E-007
 8.9973111727164394E-007, 3.2708986454015284E-007
 9.0973111727164395E-007, 1.0164710516420122E-007
 9.1973111727164396E-007,-1.2383087275367624E-007
 9.2973111727164397E-007,-3.4925667522011660E-007
 9.3973111727164398E-007,-5.7437309721762393E-007
 9.4973111727164399E-007,-7.9909300952348653E-007
 9.5973111727164390E-007,-1.0231597581471899E-006
 9.6973111727164380E-007,-1.2464870045361720E-006
 9.7973111727164371E-007,-1.4688191705954702E-006
 9.8973111727164361E-007,-1.6900712318872751E-006
 9.9973111727164351E-007,-1.9099892078303174E-006
 1.0097311172716434E-006,-2.1284899074941941E-006
 1.0197311172716433E-006,-2.3453214645801148E-006
 1.0297311172716432E-006,-2.5604030354203085E-006
 1.0397311172716431E-006,-2.7734853783402513E-006
 1.0497311172716430E-006,-2.9844905034796226E-006
 1.0597311172716429E-006,-3.1931722961430610E-006
 1.0697311172716428E-006,-3.3994561180664625E-006
 1.0797311172716427E-006,-3.6030994743652578E-006
 1.0897311172716427E-006,-3.8040315658799668E-006
 1.0997311172716426E-006,-4.0020139993427312E-006
 1.1097311172716425E-006,-4.1969802904362449E-006
 1.1197311172716424E-006,-4.3886966168130504E-006
 1.1297311172716423E-006,-4.5771012715150958E-006
 1.1397311172716422E-006,-4.7619654584820822E-006
 1.1497311172716421E-006,-4.9432326959940576E-006
 1.1597311172716420E-006,-5.1206796543201590E-006
 1.1697311172716419E-006,-5.2942555088501350E-006
 1.1797311172716418E-006,-5.4637428195512909E-006
 1.1897311172716417E-006,-5.6290968334716176E-006
 1.1997311172716416E-006,-5.7901064056777281E-006
