
Label=v(2) vs T
LabelX=T
LabelY=v(2)
Data Point Count=3006
T,v(2)
 0.0000000000000000E+000, 0.0000000000000000E+000
 1.0000000000000001E-009, 1.7431948065474205E-002
 2.0000000000000001E-009, 2.8448545711696749E-002
 4.0000000000000002E-009, 4.2422382392667796E-002
 6.4721627151971051E-009, 4.6833012826602800E-002
 1.1416488145591315E-008, 4.8587757675039304E-002
 1.8048739935039768E-008, 4.9590013614543661E-002
 2.8048739935039768E-008, 5.1410057705548705E-002
 3.8048739935039768E-008, 5.3088227638738411E-002
 4.8048739935039765E-008, 5.4776608789067725E-002
 5.8048739935039762E-008, 5.6397986091407497E-002
 6.8048739935039759E-008, 5.7988706894555687E-002
 7.8048739935039756E-008, 5.9528948310308895E-002
 8.8048739935039753E-008, 6.1026744676212955E-002
 9.8048739935039749E-008, 6.2476391161314489E-002
 1.0804873993503975E-007, 6.3879037360736593E-002
 1.1804873993503974E-007, 6.5232493726685478E-002
 1.2804873993503974E-007, 6.6536279128160930E-002
 1.3804873993503975E-007, 6.7789123255126815E-002
 1.4804873993503976E-007, 6.8990204204960714E-002
 1.5804873993503977E-007, 7.0138536924652981E-002
 1.6804873993503978E-007, 7.1233277025980896E-002
 1.7804873993503979E-007, 7.2273571399974729E-002
 1.8804873993503980E-007, 7.3258633141612753E-002
 1.9804873993503981E-007, 7.4187705382550151E-002
 2.0804873993503982E-007, 7.5060080071865126E-002
 2.1804873993503983E-007, 7.5875089506153223E-002
 2.2804873993503984E-007, 7.6632111300724531E-002
 2.3804873993503985E-007, 7.7330566656898497E-002
 2.4804873993503986E-007, 7.7969921897604696E-002
 2.5804873993503987E-007, 7.8549688334027812E-002
 2.6804873993503988E-007, 7.9069422907025705E-002
 2.7804873993503989E-007, 7.9528728393096867E-002
 2.8804873993503990E-007, 7.9927253773620158E-002
 2.9804873993503991E-007, 8.0264694470622275E-002
 3.0804873993503992E-007, 8.0540792595635527E-002
 3.1804873993503993E-007, 8.0755337138835148E-002
 3.2804873993503994E-007, 8.0908164134235128E-002
 3.3804873993503995E-007, 8.0999156783060050E-002
 3.4804873993503996E-007, 8.1028245543965524E-002
 3.5804873993503997E-007, 8.0995408185712700E-002
 3.6804873993503998E-007, 8.0900669804391950E-002
 3.7804873993503999E-007, 8.0744102804129858E-002
 3.8804873993504000E-007, 8.0525826841809048E-002
 3.9804873993504001E-007, 8.0246008735589472E-002
 4.0804873993504002E-007, 7.9904862337437127E-002
 4.1804873993504003E-007, 7.9502648369677284E-002
 4.2804873993504004E-007, 7.9039674225732492E-002
 4.3804873993504005E-007, 7.8516293735210699E-002
 4.4804873993504006E-007, 7.7932906893474638E-002
 4.5804873993504007E-007, 7.7289959555952484E-002
 4.6804873993504008E-007, 7.6587943097387312E-002
 4.7804873993504009E-007, 7.5827394036304702E-002
 4.8804873993504011E-007, 7.5008893624979700E-002
 4.9804873993504012E-007, 7.4133067405200148E-002
 5.0804873993504013E-007, 7.3200584730212015E-002
 5.1804873993504014E-007, 7.2212158253147987E-002
 5.2804873993504015E-007, 7.1168543382388302E-002
